time (s), 25.00000, time (s), 100.000000
1.760000000000000000e+02,1.109454871677050392e+01,1.760000000000000000e+02,2.479854871677050454e+01
1.770000000000000000e+02,1.109454871677050392e+01,1.770000000000000000e+02,2.449854871677050383e+01
1.780000000000000000e+02,1.099454871677050427e+01,1.780000000000000000e+02,2.429854871677050454e+01
1.790000000000000000e+02,1.099454871677050427e+01,1.790000000000000000e+02,2.399854871677050383e+01
1.800000000000000000e+02,1.089454871677050285e+01,1.800000000000000000e+02,2.409854871677050525e+01
1.810000000000000000e+02,1.099454871677050427e+01,1.810000000000000000e+02,2.389854871677050241e+01
1.820000000000000000e+02,1.079454871677050320e+01,1.820000000000000000e+02,2.369854871677050312e+01
1.830000000000000000e+02,1.069454871677050356e+01,1.830000000000000000e+02,2.369854871677050312e+01
1.840000000000000000e+02,1.069454871677050356e+01,1.840000000000000000e+02,2.349854871677050383e+01
1.850000000000000000e+02,1.059454871677050392e+01,1.850000000000000000e+02,2.359854871677050525e+01
1.860000000000000000e+02,1.049454871677050427e+01,1.860000000000000000e+02,2.339854871677050241e+01
1.870000000000000000e+02,1.049454871677050427e+01,1.870000000000000000e+02,2.329854871677050454e+01
1.880000000000000000e+02,1.049454871677050427e+01,1.880000000000000000e+02,2.319854871677050312e+01
1.890000000000000000e+02,1.049454871677050427e+01,1.890000000000000000e+02,2.309854871677050525e+01
1.900000000000000000e+02,1.039454871677050285e+01,1.900000000000000000e+02,2.289854871677050241e+01
1.910000000000000000e+02,1.029454871677050320e+01,1.910000000000000000e+02,2.289854871677050241e+01
1.920000000000000000e+02,1.039454871677050285e+01,1.920000000000000000e+02,2.269854871677050312e+01
1.930000000000000000e+02,1.019454871677050356e+01,1.930000000000000000e+02,2.239854871677050241e+01
1.940000000000000000e+02,1.009454871677050392e+01,1.940000000000000000e+02,2.239854871677050241e+01
1.950000000000000000e+02,1.009454871677050392e+01,1.950000000000000000e+02,2.229854871677050454e+01
1.960000000000000000e+02,1.009454871677050392e+01,1.960000000000000000e+02,2.209854871677050525e+01
1.970000000000000000e+02,9.994548716770504271e+00,1.970000000000000000e+02,2.209854871677050525e+01
1.980000000000000000e+02,9.994548716770504271e+00,1.980000000000000000e+02,2.199854871677050383e+01
1.990000000000000000e+02,9.894548716770502850e+00,1.990000000000000000e+02,2.199854871677050383e+01
2.000000000000000000e+02,9.994548716770504271e+00,2.000000000000000000e+02,2.179854871677050454e+01
2.010000000000000000e+02,9.894548716770502850e+00,2.010000000000000000e+02,2.179854871677050454e+01
2.020000000000000000e+02,9.994548716770504271e+00,2.020000000000000000e+02,2.169854871677050312e+01
2.030000000000000000e+02,9.894548716770502850e+00,2.030000000000000000e+02,2.159854871677050525e+01
2.040000000000000000e+02,9.794548716770503205e+00,2.040000000000000000e+02,2.139854871677050241e+01
2.050000000000000000e+02,9.794548716770503205e+00,2.050000000000000000e+02,2.139854871677050241e+01
2.060000000000000000e+02,9.794548716770503205e+00,2.060000000000000000e+02,2.119854871677050312e+01
2.070000000000000000e+02,9.694548716770503560e+00,2.070000000000000000e+02,2.109854871677050525e+01
2.080000000000000000e+02,9.794548716770503205e+00,2.080000000000000000e+02,2.109854871677050525e+01
2.090000000000000000e+02,9.694548716770503560e+00,2.090000000000000000e+02,2.099854871677050383e+01
2.100000000000000000e+02,9.594548716770503916e+00,2.100000000000000000e+02,2.099854871677050383e+01
2.110000000000000000e+02,9.594548716770503916e+00,2.110000000000000000e+02,2.089854871677050241e+01
2.120000000000000000e+02,9.394548716770502850e+00,2.120000000000000000e+02,2.059854871677050525e+01
2.130000000000000000e+02,9.394548716770502850e+00,2.130000000000000000e+02,2.069854871677050312e+01
2.140000000000000000e+02,9.294548716770503205e+00,2.140000000000000000e+02,2.049854871677050383e+01
2.150000000000000000e+02,9.294548716770503205e+00,2.150000000000000000e+02,2.049854871677050383e+01
2.160000000000000000e+02,9.394548716770502850e+00,2.160000000000000000e+02,2.029854871677050454e+01
2.170000000000000000e+02,9.294548716770503205e+00,2.170000000000000000e+02,2.029854871677050454e+01
2.180000000000000000e+02,9.294548716770503205e+00,2.180000000000000000e+02,2.009854871677050525e+01
2.190000000000000000e+02,9.394548716770502850e+00,2.190000000000000000e+02,1.989854871677050241e+01
2.200000000000000000e+02,9.394548716770502850e+00,2.200000000000000000e+02,1.989854871677050241e+01
2.210000000000000000e+02,9.294548716770503205e+00,2.210000000000000000e+02,1.969854871677050312e+01
2.220000000000000000e+02,9.294548716770503205e+00,2.220000000000000000e+02,1.969854871677050312e+01
2.230000000000000000e+02,9.194548716770503560e+00,2.230000000000000000e+02,1.959854871677050525e+01
2.240000000000000000e+02,9.194548716770503560e+00,2.240000000000000000e+02,1.949854871677050383e+01
2.250000000000000000e+02,9.094548716770503916e+00,2.250000000000000000e+02,1.949854871677050383e+01
2.260000000000000000e+02,9.194548716770503560e+00,2.260000000000000000e+02,1.949854871677050383e+01
2.270000000000000000e+02,8.994548716770504271e+00,2.270000000000000000e+02,1.939854871677050241e+01
2.280000000000000000e+02,8.994548716770504271e+00,2.280000000000000000e+02,1.939854871677050241e+01
2.290000000000000000e+02,8.994548716770504271e+00,2.290000000000000000e+02,1.919854871677050312e+01
2.300000000000000000e+02,8.694548716770503560e+00,2.300000000000000000e+02,1.919854871677050312e+01
2.310000000000000000e+02,8.894548716770502850e+00,2.310000000000000000e+02,1.909854871677050525e+01
2.320000000000000000e+02,8.694548716770503560e+00,2.320000000000000000e+02,1.899854871677050383e+01
2.330000000000000000e+02,8.794548716770503205e+00,2.330000000000000000e+02,1.899854871677050383e+01
2.340000000000000000e+02,8.594548716770503916e+00,2.340000000000000000e+02,1.889854871677050241e+01
2.350000000000000000e+02,8.694548716770503560e+00,2.350000000000000000e+02,1.879854871677050454e+01
2.360000000000000000e+02,8.594548716770503916e+00,2.360000000000000000e+02,1.879854871677050454e+01
2.370000000000000000e+02,8.594548716770503916e+00,2.370000000000000000e+02,1.859854871677050525e+01
2.380000000000000000e+02,8.694548716770503560e+00,2.380000000000000000e+02,1.869854871677050312e+01
2.390000000000000000e+02,8.694548716770503560e+00,2.390000000000000000e+02,1.869854871677050312e+01
2.400000000000000000e+02,8.494548716770504271e+00,2.400000000000000000e+02,1.859854871677050525e+01
2.410000000000000000e+02,8.594548716770503916e+00,2.410000000000000000e+02,1.849854871677050383e+01
2.420000000000000000e+02,8.494548716770504271e+00,2.420000000000000000e+02,1.859854871677050525e+01
2.430000000000000000e+02,8.494548716770504271e+00,2.430000000000000000e+02,1.849854871677050383e+01
2.440000000000000000e+02,8.394548716770502850e+00,2.440000000000000000e+02,1.849854871677050383e+01
2.450000000000000000e+02,8.394548716770502850e+00,2.450000000000000000e+02,1.829854871677050454e+01
2.460000000000000000e+02,8.294548716770503205e+00,2.460000000000000000e+02,1.829854871677050454e+01
2.470000000000000000e+02,8.294548716770503205e+00,2.470000000000000000e+02,1.809854871677050525e+01
2.480000000000000000e+02,8.394548716770502850e+00,2.480000000000000000e+02,1.809854871677050525e+01
2.490000000000000000e+02,8.394548716770502850e+00,2.490000000000000000e+02,1.779854871677050454e+01
2.500000000000000000e+02,8.294548716770503205e+00,2.500000000000000000e+02,1.779854871677050454e+01
2.510000000000000000e+02,8.294548716770503205e+00,2.510000000000000000e+02,1.769854871677050312e+01
2.520000000000000000e+02,8.294548716770503205e+00,2.520000000000000000e+02,1.759854871677050525e+01
2.530000000000000000e+02,8.194548716770503560e+00,2.530000000000000000e+02,1.759854871677050525e+01
2.540000000000000000e+02,8.094548716770503916e+00,2.540000000000000000e+02,1.769854871677050312e+01
2.550000000000000000e+02,8.094548716770503916e+00,2.550000000000000000e+02,1.739854871677050241e+01
2.560000000000000000e+02,7.994548716770503383e+00,2.560000000000000000e+02,1.729854871677050454e+01
2.570000000000000000e+02,7.994548716770503383e+00,2.570000000000000000e+02,1.729854871677050454e+01
2.580000000000000000e+02,7.994548716770503383e+00,2.580000000000000000e+02,1.729854871677050454e+01
2.590000000000000000e+02,7.994548716770503383e+00,2.590000000000000000e+02,1.729854871677050454e+01
2.600000000000000000e+02,8.094548716770503916e+00,2.600000000000000000e+02,1.709854871677050525e+01
2.610000000000000000e+02,7.994548716770503383e+00,2.610000000000000000e+02,1.699854871677050383e+01
2.620000000000000000e+02,8.094548716770503916e+00,2.620000000000000000e+02,1.709854871677050525e+01
2.630000000000000000e+02,8.094548716770503916e+00,2.630000000000000000e+02,1.709854871677050525e+01
2.640000000000000000e+02,7.994548716770503383e+00,2.640000000000000000e+02,1.699854871677050383e+01
