time (s), 9.375000,time (s), 18.750000,time (s), 37.500000,time (s), 75.000000,time (s), 150.000000,time (s), 300.000000
1.010000000000000000e+02,5.831276373264570267e+00,1.010000000000000000e+02,9.609276373264570736e+00,1.010000000000000000e+02,1.610727637326456829e+01,1.010000000000000000e+02,2.565627637326456778e+01,1.010000000000000000e+02,3.817227637326457312e+01,1.010000000000000000e+02,5.094427637326457159e+01
1.020000000000000000e+02,5.931276373264569912e+00,1.020000000000000000e+02,9.709276373264570381e+00,1.020000000000000000e+02,1.630727637326457113e+01,1.020000000000000000e+02,2.585627637326457062e+01,1.020000000000000000e+02,3.827227637326457454e+01,1.020000000000000000e+02,5.114427637326457443e+01
1.030000000000000000e+02,5.931276373264569912e+00,1.030000000000000000e+02,9.809276373264570026e+00,1.030000000000000000e+02,1.640727637326456900e+01,1.030000000000000000e+02,2.595627637326456849e+01,1.030000000000000000e+02,3.857227637326457170e+01,1.030000000000000000e+02,5.134427637326457017e+01
1.040000000000000000e+02,6.131276373264570978e+00,1.040000000000000000e+02,9.909276373264571447e+00,1.040000000000000000e+02,1.660727637326456829e+01,1.040000000000000000e+02,2.615627637326456778e+01,1.040000000000000000e+02,3.867227637326457312e+01,1.040000000000000000e+02,5.144427637326457159e+01
1.050000000000000000e+02,6.131276373264570978e+00,1.050000000000000000e+02,9.909276373264571447e+00,1.050000000000000000e+02,1.670727637326456971e+01,1.050000000000000000e+02,2.645627637326456849e+01,1.050000000000000000e+02,3.887227637326457597e+01,1.050000000000000000e+02,5.164427637326457443e+01
1.060000000000000000e+02,6.131276373264570978e+00,1.060000000000000000e+02,9.909276373264571447e+00,1.060000000000000000e+02,1.690727637326456900e+01,1.060000000000000000e+02,2.665627637326456778e+01,1.060000000000000000e+02,3.907227637326457170e+01,1.060000000000000000e+02,5.174427637326457585e+01
1.070000000000000000e+02,6.231276373264570623e+00,1.070000000000000000e+02,1.010927637326457074e+01,1.070000000000000000e+02,1.690727637326456900e+01,1.070000000000000000e+02,2.675627637326456920e+01,1.070000000000000000e+02,3.907227637326457170e+01,1.070000000000000000e+02,5.194427637326457159e+01
1.080000000000000000e+02,6.231276373264570623e+00,1.080000000000000000e+02,1.010927637326457074e+01,1.080000000000000000e+02,1.690727637326456900e+01,1.080000000000000000e+02,2.685627637326457062e+01,1.080000000000000000e+02,3.917227637326457312e+01,1.080000000000000000e+02,5.204427637326457301e+01
1.090000000000000000e+02,6.231276373264570623e+00,1.090000000000000000e+02,1.020927637326457038e+01,1.090000000000000000e+02,1.700727637326457042e+01,1.090000000000000000e+02,2.695627637326456849e+01,1.090000000000000000e+02,3.947227637326457028e+01,1.090000000000000000e+02,5.234427637326457017e+01
1.100000000000000000e+02,6.331276373264570267e+00,1.100000000000000000e+02,1.030927637326457003e+01,1.100000000000000000e+02,1.720727637326456971e+01,1.100000000000000000e+02,2.715627637326456778e+01,1.100000000000000000e+02,3.957227637326457170e+01,1.100000000000000000e+02,5.234427637326457017e+01
1.110000000000000000e+02,6.331276373264570267e+00,1.110000000000000000e+02,1.030927637326457003e+01,1.110000000000000000e+02,1.730727637326456758e+01,1.110000000000000000e+02,2.725627637326456920e+01,1.110000000000000000e+02,3.987227637326457597e+01,1.110000000000000000e+02,5.254427637326457301e+01
1.120000000000000000e+02,6.431276373264569912e+00,1.120000000000000000e+02,1.040927637326457145e+01,1.120000000000000000e+02,1.740727637326456900e+01,1.120000000000000000e+02,2.735627637326457062e+01,1.120000000000000000e+02,3.997227637326457028e+01,1.120000000000000000e+02,5.264427637326457443e+01
1.130000000000000000e+02,6.331276373264570267e+00,1.130000000000000000e+02,1.040927637326457145e+01,1.130000000000000000e+02,1.760727637326456829e+01,1.130000000000000000e+02,2.755627637326456991e+01,1.130000000000000000e+02,4.007227637326457170e+01,1.130000000000000000e+02,5.274427637326457585e+01
1.140000000000000000e+02,6.331276373264570267e+00,1.140000000000000000e+02,1.040927637326457145e+01,1.140000000000000000e+02,1.750727637326457042e+01,1.140000000000000000e+02,2.755627637326456991e+01,1.140000000000000000e+02,4.007227637326457170e+01,1.140000000000000000e+02,5.284427637326457017e+01
1.150000000000000000e+02,6.531276373264569557e+00,1.150000000000000000e+02,1.060927637326457074e+01,1.150000000000000000e+02,1.760727637326456829e+01,1.150000000000000000e+02,2.785627637326457062e+01,1.150000000000000000e+02,4.027227637326457454e+01,1.150000000000000000e+02,5.284427637326457017e+01
1.160000000000000000e+02,6.531276373264569557e+00,1.160000000000000000e+02,1.060927637326457074e+01,1.160000000000000000e+02,1.790727637326456900e+01,1.160000000000000000e+02,2.805627637326456991e+01,1.160000000000000000e+02,4.047227637326457028e+01,1.160000000000000000e+02,5.304427637326457301e+01
1.170000000000000000e+02,6.631276373264570978e+00,1.170000000000000000e+02,1.080927637326457003e+01,1.170000000000000000e+02,1.800727637326457042e+01,1.170000000000000000e+02,2.815627637326456778e+01,1.170000000000000000e+02,4.067227637326457312e+01,1.170000000000000000e+02,5.334427637326457017e+01
1.180000000000000000e+02,6.731276373264570623e+00,1.180000000000000000e+02,1.090927637326457145e+01,1.180000000000000000e+02,1.810727637326456829e+01,1.180000000000000000e+02,2.815627637326456778e+01,1.180000000000000000e+02,4.077227637326457454e+01,1.180000000000000000e+02,5.344427637326457159e+01
1.190000000000000000e+02,6.731276373264570623e+00,1.190000000000000000e+02,1.090927637326457145e+01,1.190000000000000000e+02,1.830727637326456758e+01,1.190000000000000000e+02,2.845627637326456849e+01,1.190000000000000000e+02,4.097227637326457028e+01,1.190000000000000000e+02,5.364427637326457443e+01
1.200000000000000000e+02,6.731276373264570623e+00,1.200000000000000000e+02,1.090927637326457145e+01,1.200000000000000000e+02,1.840727637326456900e+01,1.200000000000000000e+02,2.855627637326456991e+01,1.200000000000000000e+02,4.107227637326457170e+01,1.200000000000000000e+02,5.364427637326457443e+01
1.210000000000000000e+02,6.631276373264570978e+00,1.210000000000000000e+02,1.100927637326457109e+01,1.210000000000000000e+02,1.850727637326457042e+01,1.210000000000000000e+02,2.865627637326456778e+01,1.210000000000000000e+02,4.127227637326457454e+01,1.210000000000000000e+02,5.394427637326457159e+01
1.220000000000000000e+02,6.731276373264570623e+00,1.220000000000000000e+02,1.110927637326457074e+01,1.220000000000000000e+02,1.870727637326456971e+01,1.220000000000000000e+02,2.895627637326456849e+01,1.220000000000000000e+02,4.137227637326457597e+01,1.220000000000000000e+02,5.414427637326457443e+01
1.230000000000000000e+02,6.831276373264570267e+00,1.230000000000000000e+02,1.110927637326457074e+01,1.230000000000000000e+02,1.870727637326456971e+01,1.230000000000000000e+02,2.895627637326456849e+01,1.230000000000000000e+02,4.157227637326457170e+01,1.230000000000000000e+02,5.424427637326457585e+01
1.240000000000000000e+02,6.831276373264570267e+00,1.240000000000000000e+02,1.120927637326457038e+01,1.240000000000000000e+02,1.890727637326456900e+01,1.240000000000000000e+02,2.905627637326456991e+01,1.240000000000000000e+02,4.167227637326457312e+01,1.240000000000000000e+02,5.434427637326457017e+01
1.250000000000000000e+02,6.931276373264569912e+00,1.250000000000000000e+02,1.120927637326457038e+01,1.250000000000000000e+02,1.890727637326456900e+01,1.250000000000000000e+02,2.915627637326456778e+01,1.250000000000000000e+02,4.177227637326457454e+01,1.250000000000000000e+02,5.454427637326457301e+01
1.260000000000000000e+02,6.931276373264569912e+00,1.260000000000000000e+02,1.120927637326457038e+01,1.260000000000000000e+02,1.890727637326456900e+01,1.260000000000000000e+02,2.925627637326456920e+01,1.260000000000000000e+02,4.177227637326457454e+01,1.260000000000000000e+02,5.454427637326457301e+01
1.270000000000000000e+02,6.831276373264570267e+00,1.270000000000000000e+02,1.130927637326457003e+01,1.270000000000000000e+02,1.890727637326456900e+01,1.270000000000000000e+02,2.935627637326457062e+01,1.270000000000000000e+02,4.207227637326457170e+01,1.270000000000000000e+02,5.464427637326457443e+01
1.280000000000000000e+02,7.131276373264570978e+00,1.280000000000000000e+02,1.160927637326457074e+01,1.280000000000000000e+02,1.910727637326456829e+01,1.280000000000000000e+02,2.955627637326456991e+01,1.280000000000000000e+02,4.227227637326457454e+01,1.280000000000000000e+02,5.484427637326457017e+01
1.290000000000000000e+02,7.231276373264570623e+00,1.290000000000000000e+02,1.190927637326457145e+01,1.290000000000000000e+02,1.920727637326456971e+01,1.290000000000000000e+02,2.975627637326456920e+01,1.290000000000000000e+02,4.227227637326457454e+01,1.290000000000000000e+02,5.494427637326457159e+01
1.300000000000000000e+02,7.231276373264570623e+00,1.300000000000000000e+02,1.180927637326457003e+01,1.300000000000000000e+02,1.920727637326456971e+01,1.300000000000000000e+02,2.985627637326457062e+01,1.300000000000000000e+02,4.247227637326457028e+01,1.300000000000000000e+02,5.504427637326457301e+01
1.310000000000000000e+02,7.231276373264570623e+00,1.310000000000000000e+02,1.190927637326457145e+01,1.310000000000000000e+02,1.940727637326456900e+01,1.310000000000000000e+02,2.995627637326456849e+01,1.310000000000000000e+02,4.257227637326457170e+01,1.310000000000000000e+02,5.504427637326457301e+01
1.320000000000000000e+02,7.231276373264570623e+00,1.320000000000000000e+02,1.190927637326457145e+01,1.320000000000000000e+02,1.940727637326456900e+01,1.320000000000000000e+02,3.005627637326456991e+01,1.320000000000000000e+02,4.257227637326457170e+01,1.320000000000000000e+02,5.514427637326457443e+01
1.330000000000000000e+02,7.231276373264570623e+00,1.330000000000000000e+02,1.180927637326457003e+01,1.330000000000000000e+02,1.950727637326457042e+01,1.330000000000000000e+02,3.005627637326456991e+01,1.330000000000000000e+02,4.277227637326457454e+01,1.330000000000000000e+02,5.524427637326457585e+01
1.340000000000000000e+02,7.231276373264570623e+00,1.340000000000000000e+02,1.190927637326457145e+01,1.340000000000000000e+02,1.980727637326456758e+01,1.340000000000000000e+02,3.035627637326457062e+01,1.340000000000000000e+02,4.297227637326457028e+01,1.340000000000000000e+02,5.544427637326457159e+01
1.350000000000000000e+02,7.331276373264570267e+00,1.350000000000000000e+02,1.210927637326457074e+01,1.350000000000000000e+02,1.980727637326456758e+01,1.350000000000000000e+02,3.045627637326456849e+01,1.350000000000000000e+02,4.307227637326457170e+01,1.350000000000000000e+02,5.544427637326457159e+01
1.360000000000000000e+02,7.331276373264570267e+00,1.360000000000000000e+02,1.220927637326457038e+01,1.360000000000000000e+02,2.000727637326457042e+01,1.360000000000000000e+02,3.055627637326456991e+01,1.360000000000000000e+02,4.317227637326457312e+01,1.360000000000000000e+02,5.564427637326457443e+01
1.370000000000000000e+02,7.331276373264570267e+00,1.370000000000000000e+02,1.210927637326457074e+01,1.370000000000000000e+02,2.010727637326456829e+01,1.370000000000000000e+02,3.075627637326456920e+01,1.370000000000000000e+02,4.327227637326457454e+01,1.370000000000000000e+02,5.564427637326457443e+01
1.380000000000000000e+02,7.431276373264569912e+00,1.380000000000000000e+02,1.220927637326457038e+01,1.380000000000000000e+02,2.030727637326456758e+01,1.380000000000000000e+02,3.085627637326457062e+01,1.380000000000000000e+02,4.327227637326457454e+01,1.380000000000000000e+02,5.584427637326457017e+01
1.390000000000000000e+02,7.531276373264569557e+00,1.390000000000000000e+02,1.230927637326457003e+01,1.390000000000000000e+02,2.030727637326456758e+01,1.390000000000000000e+02,3.095627637326456849e+01,1.390000000000000000e+02,4.337227637326457597e+01,1.390000000000000000e+02,5.594427637326457159e+01
1.400000000000000000e+02,7.631276373264570978e+00,1.400000000000000000e+02,1.240927637326457145e+01,1.400000000000000000e+02,2.030727637326456758e+01,1.400000000000000000e+02,3.105627637326456991e+01,1.400000000000000000e+02,4.367227637326457312e+01,1.400000000000000000e+02,5.604427637326457301e+01
1.410000000000000000e+02,7.531276373264569557e+00,1.410000000000000000e+02,1.250927637326457109e+01,1.410000000000000000e+02,2.050727637326457042e+01,1.410000000000000000e+02,3.115627637326456778e+01,1.410000000000000000e+02,4.377227637326457454e+01,1.410000000000000000e+02,5.614427637326457443e+01
1.420000000000000000e+02,7.631276373264570978e+00,1.420000000000000000e+02,1.250927637326457109e+01,1.420000000000000000e+02,2.060727637326456829e+01,1.420000000000000000e+02,3.135627637326457062e+01,1.420000000000000000e+02,4.387227637326457597e+01,1.420000000000000000e+02,5.624427637326457585e+01
1.430000000000000000e+02,7.631276373264570978e+00,1.430000000000000000e+02,1.240927637326457145e+01,1.430000000000000000e+02,2.060727637326456829e+01,1.430000000000000000e+02,3.135627637326457062e+01,1.430000000000000000e+02,4.407227637326457170e+01,1.430000000000000000e+02,5.634427637326457017e+01
1.440000000000000000e+02,7.731276373264570623e+00,1.440000000000000000e+02,1.250927637326457109e+01,1.440000000000000000e+02,2.090727637326456900e+01,1.440000000000000000e+02,3.155627637326456991e+01,1.440000000000000000e+02,4.407227637326457170e+01,1.440000000000000000e+02,5.644427637326457159e+01
1.450000000000000000e+02,7.731276373264570623e+00,1.450000000000000000e+02,1.260927637326457074e+01,1.450000000000000000e+02,2.080727637326456758e+01,1.450000000000000000e+02,3.145627637326456849e+01,1.450000000000000000e+02,4.417227637326457312e+01,1.450000000000000000e+02,5.644427637326457159e+01
1.460000000000000000e+02,7.731276373264570623e+00,1.460000000000000000e+02,1.270927637326457038e+01,1.460000000000000000e+02,2.100727637326457042e+01,1.460000000000000000e+02,3.175627637326456920e+01,1.460000000000000000e+02,4.427227637326457454e+01,1.460000000000000000e+02,5.664427637326457443e+01
1.550000000000000000e+02,7.431276373264569912e+00,1.550000000000000000e+02,1.240927637326457145e+01,1.550000000000000000e+02,2.050727637326457042e+01,1.550000000000000000e+02,3.135627637326457062e+01,1.550000000000000000e+02,4.357227637326457170e+01,1.550000000000000000e+02,5.544427637326457159e+01
1.560000000000000000e+02,7.431276373264569912e+00,1.560000000000000000e+02,1.240927637326457145e+01,1.560000000000000000e+02,2.040727637326456900e+01,1.560000000000000000e+02,3.115627637326456778e+01,1.560000000000000000e+02,4.367227637326457312e+01,1.560000000000000000e+02,5.534427637326457017e+01
1.570000000000000000e+02,7.531276373264569557e+00,1.570000000000000000e+02,1.250927637326457109e+01,1.570000000000000000e+02,2.050727637326457042e+01,1.570000000000000000e+02,3.115627637326456778e+01,1.570000000000000000e+02,4.347227637326457028e+01,1.570000000000000000e+02,5.534427637326457017e+01
1.580000000000000000e+02,7.431276373264569912e+00,1.580000000000000000e+02,1.240927637326457145e+01,1.580000000000000000e+02,2.050727637326457042e+01,1.580000000000000000e+02,3.115627637326456778e+01,1.580000000000000000e+02,4.347227637326457028e+01,1.580000000000000000e+02,5.534427637326457017e+01
1.590000000000000000e+02,7.331276373264570267e+00,1.590000000000000000e+02,1.250927637326457109e+01,1.590000000000000000e+02,2.040727637326456900e+01,1.590000000000000000e+02,3.115627637326456778e+01,1.590000000000000000e+02,4.337227637326457597e+01,1.590000000000000000e+02,5.514427637326457443e+01
1.600000000000000000e+02,7.331276373264570267e+00,1.600000000000000000e+02,1.240927637326457145e+01,1.600000000000000000e+02,2.050727637326457042e+01,1.600000000000000000e+02,3.115627637326456778e+01,1.600000000000000000e+02,4.327227637326457454e+01,1.600000000000000000e+02,5.504427637326457301e+01
1.610000000000000000e+02,7.331276373264570267e+00,1.610000000000000000e+02,1.250927637326457109e+01,1.610000000000000000e+02,2.030727637326456758e+01,1.610000000000000000e+02,3.105627637326456991e+01,1.610000000000000000e+02,4.317227637326457312e+01,1.610000000000000000e+02,5.474427637326457585e+01
1.620000000000000000e+02,7.431276373264569912e+00,1.620000000000000000e+02,1.250927637326457109e+01,1.620000000000000000e+02,2.040727637326456900e+01,1.620000000000000000e+02,3.105627637326456991e+01,1.620000000000000000e+02,4.327227637326457454e+01,1.620000000000000000e+02,5.484427637326457017e+01
1.630000000000000000e+02,7.431276373264569912e+00,1.630000000000000000e+02,1.260927637326457074e+01,1.630000000000000000e+02,2.040727637326456900e+01,1.630000000000000000e+02,3.095627637326456849e+01,1.630000000000000000e+02,4.307227637326457170e+01,1.630000000000000000e+02,5.464427637326457443e+01
1.640000000000000000e+02,7.431276373264569912e+00,1.640000000000000000e+02,1.240927637326457145e+01,1.640000000000000000e+02,2.050727637326457042e+01,1.640000000000000000e+02,3.115627637326456778e+01,1.640000000000000000e+02,4.307227637326457170e+01,1.640000000000000000e+02,5.464427637326457443e+01
1.650000000000000000e+02,7.431276373264569912e+00,1.650000000000000000e+02,1.240927637326457145e+01,1.650000000000000000e+02,2.050727637326457042e+01,1.650000000000000000e+02,3.115627637326456778e+01,1.650000000000000000e+02,4.297227637326457028e+01,1.650000000000000000e+02,5.454427637326457301e+01
1.660000000000000000e+02,7.431276373264569912e+00,1.660000000000000000e+02,1.240927637326457145e+01,1.660000000000000000e+02,2.020727637326456971e+01,1.660000000000000000e+02,3.085627637326457062e+01,1.660000000000000000e+02,4.287227637326457597e+01,1.660000000000000000e+02,5.434427637326457017e+01
1.670000000000000000e+02,7.331276373264570267e+00,1.670000000000000000e+02,1.240927637326457145e+01,1.670000000000000000e+02,2.030727637326456758e+01,1.670000000000000000e+02,3.085627637326457062e+01,1.670000000000000000e+02,4.287227637326457597e+01,1.670000000000000000e+02,5.424427637326457585e+01
1.680000000000000000e+02,7.431276373264569912e+00,1.680000000000000000e+02,1.240927637326457145e+01,1.680000000000000000e+02,2.030727637326456758e+01,1.680000000000000000e+02,3.085627637326457062e+01,1.680000000000000000e+02,4.277227637326457454e+01,1.680000000000000000e+02,5.404427637326457301e+01
1.690000000000000000e+02,7.431276373264569912e+00,1.690000000000000000e+02,1.230927637326457003e+01,1.690000000000000000e+02,2.030727637326456758e+01,1.690000000000000000e+02,3.095627637326456849e+01,1.690000000000000000e+02,4.257227637326457170e+01,1.690000000000000000e+02,5.404427637326457301e+01
1.700000000000000000e+02,7.431276373264569912e+00,1.700000000000000000e+02,1.240927637326457145e+01,1.700000000000000000e+02,2.030727637326456758e+01,1.700000000000000000e+02,3.085627637326457062e+01,1.700000000000000000e+02,4.257227637326457170e+01,1.700000000000000000e+02,5.384427637326457017e+01
1.710000000000000000e+02,7.331276373264570267e+00,1.710000000000000000e+02,1.240927637326457145e+01,1.710000000000000000e+02,2.020727637326456971e+01,1.710000000000000000e+02,3.075627637326456920e+01,1.710000000000000000e+02,4.267227637326457312e+01,1.710000000000000000e+02,5.384427637326457017e+01
1.720000000000000000e+02,7.331276373264570267e+00,1.720000000000000000e+02,1.230927637326457003e+01,1.720000000000000000e+02,2.020727637326456971e+01,1.720000000000000000e+02,3.075627637326456920e+01,1.720000000000000000e+02,4.257227637326457170e+01,1.720000000000000000e+02,5.374427637326457585e+01
1.730000000000000000e+02,7.431276373264569912e+00,1.730000000000000000e+02,1.240927637326457145e+01,1.730000000000000000e+02,2.030727637326456758e+01,1.730000000000000000e+02,3.065627637326456778e+01,1.730000000000000000e+02,4.247227637326457028e+01,1.730000000000000000e+02,5.364427637326457443e+01
1.740000000000000000e+02,7.331276373264570267e+00,1.740000000000000000e+02,1.230927637326457003e+01,1.740000000000000000e+02,2.020727637326456971e+01,1.740000000000000000e+02,3.065627637326456778e+01,1.740000000000000000e+02,4.237227637326457597e+01,1.740000000000000000e+02,5.344427637326457159e+01
1.750000000000000000e+02,7.431276373264569912e+00,1.750000000000000000e+02,1.240927637326457145e+01,1.750000000000000000e+02,2.020727637326456971e+01,1.750000000000000000e+02,3.055627637326456991e+01,1.750000000000000000e+02,4.237227637326457597e+01,1.750000000000000000e+02,5.334427637326457017e+01
1.760000000000000000e+02,7.431276373264569912e+00,1.760000000000000000e+02,1.230927637326457003e+01,1.760000000000000000e+02,2.010727637326456829e+01,1.760000000000000000e+02,3.045627637326456849e+01,1.760000000000000000e+02,4.227227637326457454e+01,1.760000000000000000e+02,5.344427637326457159e+01
1.770000000000000000e+02,7.431276373264569912e+00,1.770000000000000000e+02,1.230927637326457003e+01,1.770000000000000000e+02,2.020727637326456971e+01,1.770000000000000000e+02,3.035627637326457062e+01,1.770000000000000000e+02,4.217227637326457312e+01,1.770000000000000000e+02,5.324427637326457585e+01
1.780000000000000000e+02,7.331276373264570267e+00,1.780000000000000000e+02,1.220927637326457038e+01,1.780000000000000000e+02,2.010727637326456829e+01,1.780000000000000000e+02,3.045627637326456849e+01,1.780000000000000000e+02,4.217227637326457312e+01,1.780000000000000000e+02,5.334427637326457017e+01
1.790000000000000000e+02,7.331276373264570267e+00,1.790000000000000000e+02,1.210927637326457074e+01,1.790000000000000000e+02,2.020727637326456971e+01,1.790000000000000000e+02,3.055627637326456991e+01,1.790000000000000000e+02,4.207227637326457170e+01,1.790000000000000000e+02,5.304427637326457301e+01
1.800000000000000000e+02,7.331276373264570267e+00,1.800000000000000000e+02,1.230927637326457003e+01,1.800000000000000000e+02,2.000727637326457042e+01,1.800000000000000000e+02,3.035627637326457062e+01,1.800000000000000000e+02,4.207227637326457170e+01,1.800000000000000000e+02,5.294427637326457159e+01
1.810000000000000000e+02,7.331276373264570267e+00,1.810000000000000000e+02,1.220927637326457038e+01,1.810000000000000000e+02,2.010727637326456829e+01,1.810000000000000000e+02,3.035627637326457062e+01,1.810000000000000000e+02,4.207227637326457170e+01,1.810000000000000000e+02,5.294427637326457159e+01
1.820000000000000000e+02,7.331276373264570267e+00,1.820000000000000000e+02,1.220927637326457038e+01,1.820000000000000000e+02,2.000727637326457042e+01,1.820000000000000000e+02,3.025627637326456920e+01,1.820000000000000000e+02,4.197227637326457028e+01,1.820000000000000000e+02,5.284427637326457017e+01
1.830000000000000000e+02,7.331276373264570267e+00,1.830000000000000000e+02,1.230927637326457003e+01,1.830000000000000000e+02,2.020727637326456971e+01,1.830000000000000000e+02,3.025627637326456920e+01,1.830000000000000000e+02,4.187227637326457597e+01,1.830000000000000000e+02,5.264427637326457443e+01
1.840000000000000000e+02,7.331276373264570267e+00,1.840000000000000000e+02,1.220927637326457038e+01,1.840000000000000000e+02,2.010727637326456829e+01,1.840000000000000000e+02,3.025627637326456920e+01,1.840000000000000000e+02,4.187227637326457597e+01,1.840000000000000000e+02,5.264427637326457443e+01
1.850000000000000000e+02,7.431276373264569912e+00,1.850000000000000000e+02,1.230927637326457003e+01,1.850000000000000000e+02,2.000727637326457042e+01,1.850000000000000000e+02,3.015627637326456778e+01,1.850000000000000000e+02,4.187227637326457597e+01,1.850000000000000000e+02,5.274427637326457585e+01
1.860000000000000000e+02,7.331276373264570267e+00,1.860000000000000000e+02,1.230927637326457003e+01,1.860000000000000000e+02,2.000727637326457042e+01,1.860000000000000000e+02,3.015627637326456778e+01,1.860000000000000000e+02,4.177227637326457454e+01,1.860000000000000000e+02,5.254427637326457301e+01
1.870000000000000000e+02,7.431276373264569912e+00,1.870000000000000000e+02,1.220927637326457038e+01,1.870000000000000000e+02,2.000727637326457042e+01,1.870000000000000000e+02,3.005627637326456991e+01,1.870000000000000000e+02,4.167227637326457312e+01,1.870000000000000000e+02,5.244427637326457159e+01
1.880000000000000000e+02,7.431276373264569912e+00,1.880000000000000000e+02,1.230927637326457003e+01,1.880000000000000000e+02,1.980727637326456758e+01,1.880000000000000000e+02,2.995627637326456849e+01,1.880000000000000000e+02,4.157227637326457170e+01,1.880000000000000000e+02,5.234427637326457017e+01
1.890000000000000000e+02,7.431276373264569912e+00,1.890000000000000000e+02,1.230927637326457003e+01,1.890000000000000000e+02,1.980727637326456758e+01,1.890000000000000000e+02,2.995627637326456849e+01,1.890000000000000000e+02,4.147227637326457028e+01,1.890000000000000000e+02,5.214427637326457443e+01
1.900000000000000000e+02,7.431276373264569912e+00,1.900000000000000000e+02,1.230927637326457003e+01,1.900000000000000000e+02,1.980727637326456758e+01,1.900000000000000000e+02,2.995627637326456849e+01,1.900000000000000000e+02,4.147227637326457028e+01,1.900000000000000000e+02,5.214427637326457443e+01
1.910000000000000000e+02,7.431276373264569912e+00,1.910000000000000000e+02,1.230927637326457003e+01,1.910000000000000000e+02,1.990727637326456900e+01,1.910000000000000000e+02,3.005627637326456991e+01,1.910000000000000000e+02,4.137227637326457597e+01,1.910000000000000000e+02,5.194427637326457159e+01
1.920000000000000000e+02,7.431276373264569912e+00,1.920000000000000000e+02,1.240927637326457145e+01,1.920000000000000000e+02,1.990727637326456900e+01,1.920000000000000000e+02,2.985627637326457062e+01,1.920000000000000000e+02,4.147227637326457028e+01,1.920000000000000000e+02,5.204427637326457301e+01
1.930000000000000000e+02,7.331276373264570267e+00,1.930000000000000000e+02,1.230927637326457003e+01,1.930000000000000000e+02,1.990727637326456900e+01,1.930000000000000000e+02,2.985627637326457062e+01,1.930000000000000000e+02,4.127227637326457454e+01,1.930000000000000000e+02,5.184427637326457017e+01
1.940000000000000000e+02,7.331276373264570267e+00,1.940000000000000000e+02,1.230927637326457003e+01,1.940000000000000000e+02,1.990727637326456900e+01,1.940000000000000000e+02,2.985627637326457062e+01,1.940000000000000000e+02,4.117227637326457312e+01,1.940000000000000000e+02,5.164427637326457443e+01
1.950000000000000000e+02,7.431276373264569912e+00,1.950000000000000000e+02,1.220927637326457038e+01,1.950000000000000000e+02,1.980727637326456758e+01,1.950000000000000000e+02,2.975627637326456920e+01,1.950000000000000000e+02,4.117227637326457312e+01,1.950000000000000000e+02,5.144427637326457159e+01
1.960000000000000000e+02,7.431276373264569912e+00,1.960000000000000000e+02,1.220927637326457038e+01,1.960000000000000000e+02,1.970727637326456971e+01,1.960000000000000000e+02,2.975627637326456920e+01,1.960000000000000000e+02,4.107227637326457170e+01,1.960000000000000000e+02,5.144427637326457159e+01
1.970000000000000000e+02,7.331276373264570267e+00,1.970000000000000000e+02,1.230927637326457003e+01,1.970000000000000000e+02,1.980727637326456758e+01,1.970000000000000000e+02,2.985627637326457062e+01,1.970000000000000000e+02,4.097227637326457028e+01,1.970000000000000000e+02,5.134427637326457017e+01
1.980000000000000000e+02,7.231276373264570623e+00,1.980000000000000000e+02,1.220927637326457038e+01,1.980000000000000000e+02,1.980727637326456758e+01,1.980000000000000000e+02,2.975627637326456920e+01,1.980000000000000000e+02,4.097227637326457028e+01,1.980000000000000000e+02,5.124427637326457585e+01
1.990000000000000000e+02,7.331276373264570267e+00,1.990000000000000000e+02,1.220927637326457038e+01,1.990000000000000000e+02,1.980727637326456758e+01,1.990000000000000000e+02,2.975627637326456920e+01,1.990000000000000000e+02,4.097227637326457028e+01,1.990000000000000000e+02,5.114427637326457443e+01
2.000000000000000000e+02,7.331276373264570267e+00,2.000000000000000000e+02,1.220927637326457038e+01,2.000000000000000000e+02,1.980727637326456758e+01,2.000000000000000000e+02,2.975627637326456920e+01,2.000000000000000000e+02,4.097227637326457028e+01,2.000000000000000000e+02,5.114427637326457443e+01
2.010000000000000000e+02,7.331276373264570267e+00,2.010000000000000000e+02,1.220927637326457038e+01,2.010000000000000000e+02,1.970727637326456971e+01,2.010000000000000000e+02,2.955627637326456991e+01,2.010000000000000000e+02,4.087227637326457597e+01,2.010000000000000000e+02,5.104427637326457301e+01
2.020000000000000000e+02,7.331276373264570267e+00,2.020000000000000000e+02,1.210927637326457074e+01,2.020000000000000000e+02,1.970727637326456971e+01,2.020000000000000000e+02,2.955627637326456991e+01,2.020000000000000000e+02,4.087227637326457597e+01,2.020000000000000000e+02,5.094427637326457159e+01
2.030000000000000000e+02,7.431276373264569912e+00,2.030000000000000000e+02,1.220927637326457038e+01,2.030000000000000000e+02,1.970727637326456971e+01,2.030000000000000000e+02,2.955627637326456991e+01,2.030000000000000000e+02,4.087227637326457597e+01,2.030000000000000000e+02,5.094427637326457159e+01
2.040000000000000000e+02,7.431276373264569912e+00,2.040000000000000000e+02,1.220927637326457038e+01,2.040000000000000000e+02,1.960727637326456829e+01,2.040000000000000000e+02,2.945627637326456849e+01,2.040000000000000000e+02,4.077227637326457454e+01,2.040000000000000000e+02,5.084427637326457017e+01
