time (s), 9.375000,time (s), 18.750000,time (s), 37.500000,time (s), 75.000000,time (s), 150.000000,time (s), 300.000000
1.000000000000000000e+02,6.388906451085487603e+00,1.000000000000000000e+02,1.356090645108548642e+01,1.000000000000000000e+02,1.861390645108548725e+01,1.000000000000000000e+02,3.466990645108548819e+01,1.000000000000000000e+02,5.095890645108548256e+01,1.000000000000000000e+02,6.943890645108548654e+01
1.010000000000000000e+02,6.488906451085487248e+00,1.010000000000000000e+02,1.356090645108548642e+01,1.010000000000000000e+02,1.881390645108549009e+01,1.010000000000000000e+02,3.486990645108548392e+01,1.010000000000000000e+02,5.125890645108548682e+01,1.010000000000000000e+02,6.973890645108549791e+01
1.020000000000000000e+02,6.488906451085487248e+00,1.020000000000000000e+02,1.376090645108548749e+01,1.020000000000000000e+02,1.891390645108548796e+01,1.020000000000000000e+02,3.506990645108548676e+01,1.020000000000000000e+02,5.165890645108548540e+01,1.020000000000000000e+02,6.993890645108548654e+01
1.030000000000000000e+02,6.588906451085487781e+00,1.030000000000000000e+02,1.376090645108548749e+01,1.030000000000000000e+02,1.901390645108548938e+01,1.030000000000000000e+02,3.516990645108548819e+01,1.030000000000000000e+02,5.175890645108548682e+01,1.030000000000000000e+02,7.003890645108549506e+01
1.040000000000000000e+02,6.588906451085487781e+00,1.040000000000000000e+02,1.386090645108548713e+01,1.040000000000000000e+02,1.911390645108548725e+01,1.040000000000000000e+02,3.536990645108548392e+01,1.040000000000000000e+02,5.205890645108548398e+01,1.040000000000000000e+02,7.013890645108548938e+01
1.050000000000000000e+02,6.688906451085487426e+00,1.050000000000000000e+02,1.396090645108548678e+01,1.050000000000000000e+02,1.921390645108548867e+01,1.050000000000000000e+02,3.536990645108548392e+01,1.050000000000000000e+02,5.205890645108548398e+01,1.050000000000000000e+02,7.023890645108549791e+01
1.060000000000000000e+02,6.688906451085487426e+00,1.060000000000000000e+02,1.396090645108548678e+01,1.060000000000000000e+02,1.941390645108548796e+01,1.060000000000000000e+02,3.556990645108548676e+01,1.060000000000000000e+02,5.225890645108548682e+01,1.060000000000000000e+02,7.033890645108549222e+01
1.070000000000000000e+02,6.688906451085487426e+00,1.070000000000000000e+02,1.416090645108548607e+01,1.070000000000000000e+02,1.951390645108548938e+01,1.070000000000000000e+02,3.566990645108548819e+01,1.070000000000000000e+02,5.235890645108548824e+01,1.070000000000000000e+02,7.043890645108548654e+01
1.080000000000000000e+02,6.888906451085487603e+00,1.080000000000000000e+02,1.426090645108548749e+01,1.080000000000000000e+02,1.961390645108548725e+01,1.080000000000000000e+02,3.586990645108548392e+01,1.080000000000000000e+02,5.245890645108548256e+01,1.080000000000000000e+02,7.053890645108549506e+01
1.090000000000000000e+02,6.888906451085487603e+00,1.090000000000000000e+02,1.436090645108548713e+01,1.090000000000000000e+02,1.971390645108548867e+01,1.090000000000000000e+02,3.596990645108548534e+01,1.090000000000000000e+02,5.265890645108548540e+01,1.090000000000000000e+02,7.073890645108549791e+01
1.100000000000000000e+02,6.888906451085487603e+00,1.100000000000000000e+02,1.436090645108548713e+01,1.100000000000000000e+02,1.991390645108548796e+01,1.100000000000000000e+02,3.616990645108548819e+01,1.100000000000000000e+02,5.285890645108548824e+01,1.100000000000000000e+02,7.083890645108549222e+01
1.110000000000000000e+02,6.888906451085487603e+00,1.110000000000000000e+02,1.446090645108548678e+01,1.110000000000000000e+02,2.001390645108548938e+01,1.110000000000000000e+02,3.626990645108548250e+01,1.110000000000000000e+02,5.285890645108548824e+01,1.110000000000000000e+02,7.083890645108549222e+01
1.120000000000000000e+02,6.988906451085487248e+00,1.120000000000000000e+02,1.446090645108548678e+01,1.120000000000000000e+02,2.011390645108548725e+01,1.120000000000000000e+02,3.646990645108548534e+01,1.120000000000000000e+02,5.305890645108548398e+01,1.120000000000000000e+02,7.103890645108549506e+01
1.130000000000000000e+02,7.088906451085487781e+00,1.130000000000000000e+02,1.466090645108548607e+01,1.130000000000000000e+02,2.031390645108549009e+01,1.130000000000000000e+02,3.666990645108548819e+01,1.130000000000000000e+02,5.315890645108548540e+01,1.130000000000000000e+02,7.113890645108548938e+01
1.140000000000000000e+02,7.088906451085487781e+00,1.140000000000000000e+02,1.476090645108548749e+01,1.140000000000000000e+02,2.031390645108549009e+01,1.140000000000000000e+02,3.666990645108548819e+01,1.140000000000000000e+02,5.345890645108548256e+01,1.140000000000000000e+02,7.133890645108549222e+01
1.150000000000000000e+02,7.188906451085487426e+00,1.150000000000000000e+02,1.486090645108548713e+01,1.150000000000000000e+02,2.041390645108548796e+01,1.150000000000000000e+02,3.676990645108548250e+01,1.150000000000000000e+02,5.335890645108548824e+01,1.150000000000000000e+02,7.123890645108549791e+01
1.160000000000000000e+02,7.088906451085487781e+00,1.160000000000000000e+02,1.476090645108548749e+01,1.160000000000000000e+02,2.041390645108548796e+01,1.160000000000000000e+02,3.676990645108548250e+01,1.160000000000000000e+02,5.365890645108548540e+01,1.160000000000000000e+02,7.153890645108549506e+01
1.170000000000000000e+02,7.088906451085487781e+00,1.170000000000000000e+02,1.486090645108548713e+01,1.170000000000000000e+02,2.041390645108548796e+01,1.170000000000000000e+02,3.686990645108548392e+01,1.170000000000000000e+02,5.375890645108548682e+01,1.170000000000000000e+02,7.153890645108549506e+01
1.180000000000000000e+02,7.188906451085487426e+00,1.180000000000000000e+02,1.486090645108548713e+01,1.180000000000000000e+02,2.071390645108548867e+01,1.180000000000000000e+02,3.716990645108548819e+01,1.180000000000000000e+02,5.375890645108548682e+01,1.180000000000000000e+02,7.153890645108549506e+01
1.190000000000000000e+02,7.288906451085487959e+00,1.190000000000000000e+02,1.496090645108548678e+01,1.190000000000000000e+02,2.071390645108548867e+01,1.190000000000000000e+02,3.716990645108548819e+01,1.190000000000000000e+02,5.395890645108548256e+01,1.190000000000000000e+02,7.163890645108548938e+01
1.200000000000000000e+02,7.388906451085487603e+00,1.200000000000000000e+02,1.506090645108548642e+01,1.200000000000000000e+02,2.091390645108548796e+01,1.200000000000000000e+02,3.736990645108548392e+01,1.200000000000000000e+02,5.385890645108548824e+01,1.200000000000000000e+02,7.173890645108549791e+01
1.210000000000000000e+02,7.388906451085487603e+00,1.210000000000000000e+02,1.506090645108548642e+01,1.210000000000000000e+02,2.091390645108548796e+01,1.210000000000000000e+02,3.726990645108548250e+01,1.210000000000000000e+02,5.415890645108548540e+01,1.210000000000000000e+02,7.183890645108549222e+01
1.220000000000000000e+02,7.488906451085487248e+00,1.220000000000000000e+02,1.516090645108548607e+01,1.220000000000000000e+02,2.111390645108548725e+01,1.220000000000000000e+02,3.756990645108548676e+01,1.220000000000000000e+02,5.425890645108548682e+01,1.220000000000000000e+02,7.193890645108548654e+01
1.230000000000000000e+02,7.688906451085487426e+00,1.230000000000000000e+02,1.526090645108548749e+01,1.230000000000000000e+02,2.131390645108549009e+01,1.230000000000000000e+02,3.766990645108548819e+01,1.230000000000000000e+02,5.425890645108548682e+01,1.230000000000000000e+02,7.203890645108549506e+01
1.240000000000000000e+02,7.588906451085487781e+00,1.240000000000000000e+02,1.526090645108548749e+01,1.240000000000000000e+02,2.141390645108548796e+01,1.240000000000000000e+02,3.796990645108548534e+01,1.240000000000000000e+02,5.435890645108548824e+01,1.240000000000000000e+02,7.203890645108549506e+01
1.250000000000000000e+02,7.788906451085487070e+00,1.250000000000000000e+02,1.526090645108548749e+01,1.250000000000000000e+02,2.141390645108548796e+01,1.250000000000000000e+02,3.796990645108548534e+01,1.250000000000000000e+02,5.445890645108548256e+01,1.250000000000000000e+02,7.213890645108548938e+01
1.260000000000000000e+02,7.788906451085487070e+00,1.260000000000000000e+02,1.546090645108548678e+01,1.260000000000000000e+02,2.151390645108548938e+01,1.260000000000000000e+02,3.806990645108548676e+01,1.260000000000000000e+02,5.465890645108548540e+01,1.260000000000000000e+02,7.233890645108549222e+01
1.270000000000000000e+02,7.688906451085487426e+00,1.270000000000000000e+02,1.536090645108548713e+01,1.270000000000000000e+02,2.161390645108548725e+01,1.270000000000000000e+02,3.816990645108548819e+01,1.270000000000000000e+02,5.465890645108548540e+01,1.270000000000000000e+02,7.233890645108549222e+01
1.280000000000000000e+02,7.788906451085487070e+00,1.280000000000000000e+02,1.556090645108548642e+01,1.280000000000000000e+02,2.161390645108548725e+01,1.280000000000000000e+02,3.826990645108548250e+01,1.280000000000000000e+02,5.485890645108548824e+01,1.280000000000000000e+02,7.243890645108548654e+01
1.290000000000000000e+02,7.788906451085487070e+00,1.290000000000000000e+02,1.546090645108548678e+01,1.290000000000000000e+02,2.181390645108549009e+01,1.290000000000000000e+02,3.836990645108548392e+01,1.290000000000000000e+02,5.495890645108548256e+01,1.290000000000000000e+02,7.253890645108549506e+01
1.300000000000000000e+02,7.888906451085486715e+00,1.300000000000000000e+02,1.576090645108548749e+01,1.300000000000000000e+02,2.191390645108548796e+01,1.300000000000000000e+02,3.866990645108548819e+01,1.300000000000000000e+02,5.505890645108548398e+01,1.300000000000000000e+02,7.253890645108549506e+01
1.310000000000000000e+02,7.888906451085486715e+00,1.310000000000000000e+02,1.576090645108548749e+01,1.310000000000000000e+02,2.201390645108548938e+01,1.310000000000000000e+02,3.876990645108548250e+01,1.310000000000000000e+02,5.505890645108548398e+01,1.310000000000000000e+02,7.253890645108549506e+01
1.320000000000000000e+02,7.888906451085486715e+00,1.320000000000000000e+02,1.576090645108548749e+01,1.320000000000000000e+02,2.211390645108548725e+01,1.320000000000000000e+02,3.886990645108548392e+01,1.320000000000000000e+02,5.505890645108548398e+01,1.320000000000000000e+02,7.253890645108549506e+01
1.330000000000000000e+02,7.988906451085488136e+00,1.330000000000000000e+02,1.596090645108548678e+01,1.330000000000000000e+02,2.231390645108549009e+01,1.330000000000000000e+02,3.896990645108548534e+01,1.330000000000000000e+02,5.535890645108548824e+01,1.330000000000000000e+02,7.283890645108549222e+01
1.340000000000000000e+02,7.988906451085488136e+00,1.340000000000000000e+02,1.596090645108548678e+01,1.340000000000000000e+02,2.231390645108549009e+01,1.340000000000000000e+02,3.916990645108548819e+01,1.340000000000000000e+02,5.535890645108548824e+01,1.340000000000000000e+02,7.283890645108549222e+01
1.350000000000000000e+02,7.988906451085488136e+00,1.350000000000000000e+02,1.596090645108548678e+01,1.350000000000000000e+02,2.241390645108548796e+01,1.350000000000000000e+02,3.916990645108548819e+01,1.350000000000000000e+02,5.545890645108548256e+01,1.350000000000000000e+02,7.283890645108549222e+01
1.360000000000000000e+02,8.188906451085486538e+00,1.360000000000000000e+02,1.606090645108548998e+01,1.360000000000000000e+02,2.251390645108548938e+01,1.360000000000000000e+02,3.936990645108548392e+01,1.360000000000000000e+02,5.555890645108548398e+01,1.360000000000000000e+02,7.303890645108549506e+01
1.370000000000000000e+02,8.088906451085486893e+00,1.370000000000000000e+02,1.606090645108548998e+01,1.370000000000000000e+02,2.251390645108548938e+01,1.370000000000000000e+02,3.946990645108548534e+01,1.370000000000000000e+02,5.575890645108548682e+01,1.370000000000000000e+02,7.313890645108548938e+01
1.380000000000000000e+02,8.088906451085486893e+00,1.380000000000000000e+02,1.606090645108548998e+01,1.380000000000000000e+02,2.271390645108548867e+01,1.380000000000000000e+02,3.946990645108548534e+01,1.380000000000000000e+02,5.575890645108548682e+01,1.380000000000000000e+02,7.313890645108548938e+01
1.390000000000000000e+02,8.288906451085486182e+00,1.390000000000000000e+02,1.636090645108548713e+01,1.390000000000000000e+02,2.271390645108548867e+01,1.390000000000000000e+02,3.956990645108548676e+01,1.390000000000000000e+02,5.565890645108548540e+01,1.390000000000000000e+02,7.313890645108548938e+01
1.400000000000000000e+02,8.188906451085486538e+00,1.400000000000000000e+02,1.626090645108548927e+01,1.400000000000000000e+02,2.291390645108548796e+01,1.400000000000000000e+02,3.966990645108548819e+01,1.400000000000000000e+02,5.585890645108548824e+01,1.400000000000000000e+02,7.323890645108549791e+01
1.410000000000000000e+02,8.288906451085486182e+00,1.410000000000000000e+02,1.636090645108548713e+01,1.410000000000000000e+02,2.291390645108548796e+01,1.410000000000000000e+02,3.976990645108548250e+01,1.410000000000000000e+02,5.585890645108548824e+01,1.410000000000000000e+02,7.323890645108549791e+01
1.420000000000000000e+02,8.288906451085486182e+00,1.420000000000000000e+02,1.636090645108548713e+01,1.420000000000000000e+02,2.301390645108548938e+01,1.420000000000000000e+02,3.986990645108548392e+01,1.420000000000000000e+02,5.605890645108548398e+01,1.420000000000000000e+02,7.333890645108549222e+01
1.430000000000000000e+02,8.188906451085486538e+00,1.430000000000000000e+02,1.636090645108548713e+01,1.430000000000000000e+02,2.311390645108548725e+01,1.430000000000000000e+02,3.996990645108548534e+01,1.430000000000000000e+02,5.605890645108548398e+01,1.430000000000000000e+02,7.333890645108549222e+01
1.440000000000000000e+02,8.388906451085485827e+00,1.440000000000000000e+02,1.646090645108548856e+01,1.440000000000000000e+02,2.331390645108549009e+01,1.440000000000000000e+02,4.016990645108548819e+01,1.440000000000000000e+02,5.615890645108548540e+01,1.440000000000000000e+02,7.343890645108548654e+01
1.450000000000000000e+02,8.288906451085486182e+00,1.450000000000000000e+02,1.646090645108548856e+01,1.450000000000000000e+02,2.331390645108549009e+01,1.450000000000000000e+02,4.016990645108548819e+01,1.450000000000000000e+02,5.635890645108548824e+01,1.450000000000000000e+02,7.363890645108548938e+01
1.460000000000000000e+02,8.388906451085485827e+00,1.460000000000000000e+02,1.646090645108548856e+01,1.460000000000000000e+02,2.331390645108549009e+01,1.460000000000000000e+02,4.016990645108548819e+01,1.460000000000000000e+02,5.645890645108548256e+01,1.460000000000000000e+02,7.363890645108548938e+01
1.550000000000000000e+02,8.388906451085485827e+00,1.550000000000000000e+02,1.576090645108548749e+01,1.550000000000000000e+02,2.361390645108548725e+01,1.550000000000000000e+02,3.916990645108548819e+01,1.550000000000000000e+02,5.435890645108548824e+01,1.550000000000000000e+02,6.973890645108549791e+01
1.560000000000000000e+02,8.188906451085486538e+00,1.560000000000000000e+02,1.556090645108548642e+01,1.560000000000000000e+02,2.351390645108548938e+01,1.560000000000000000e+02,3.896990645108548534e+01,1.560000000000000000e+02,5.395890645108548256e+01,1.560000000000000000e+02,6.883890645108549222e+01
1.570000000000000000e+02,8.288906451085486182e+00,1.570000000000000000e+02,1.546090645108548678e+01,1.570000000000000000e+02,2.351390645108548938e+01,1.570000000000000000e+02,3.856990645108548676e+01,1.570000000000000000e+02,5.355890645108548398e+01,1.570000000000000000e+02,6.823890645108549791e+01
1.580000000000000000e+02,8.388906451085485827e+00,1.580000000000000000e+02,1.546090645108548678e+01,1.580000000000000000e+02,2.341390645108548796e+01,1.580000000000000000e+02,3.846990645108548534e+01,1.580000000000000000e+02,5.305890645108548398e+01,1.580000000000000000e+02,6.753890645108549506e+01
1.590000000000000000e+02,8.288906451085486182e+00,1.590000000000000000e+02,1.526090645108548749e+01,1.590000000000000000e+02,2.331390645108549009e+01,1.590000000000000000e+02,3.816990645108548819e+01,1.590000000000000000e+02,5.255890645108548398e+01,1.590000000000000000e+02,6.693890645108548654e+01
1.600000000000000000e+02,8.288906451085486182e+00,1.600000000000000000e+02,1.536090645108548713e+01,1.600000000000000000e+02,2.321390645108548867e+01,1.600000000000000000e+02,3.786990645108548392e+01,1.600000000000000000e+02,5.195890645108548256e+01,1.600000000000000000e+02,6.613890645108548938e+01
1.610000000000000000e+02,8.288906451085486182e+00,1.610000000000000000e+02,1.536090645108548713e+01,1.610000000000000000e+02,2.311390645108548725e+01,1.610000000000000000e+02,3.766990645108548819e+01,1.610000000000000000e+02,5.165890645108548540e+01,1.610000000000000000e+02,6.553890645108549506e+01
1.620000000000000000e+02,8.188906451085486538e+00,1.620000000000000000e+02,1.516090645108548607e+01,1.620000000000000000e+02,2.291390645108548796e+01,1.620000000000000000e+02,3.736990645108548392e+01,1.620000000000000000e+02,5.125890645108548682e+01,1.620000000000000000e+02,6.493890645108548654e+01
1.630000000000000000e+02,8.188906451085486538e+00,1.630000000000000000e+02,1.506090645108548642e+01,1.630000000000000000e+02,2.281390645108549009e+01,1.630000000000000000e+02,3.706990645108548676e+01,1.630000000000000000e+02,5.075890645108548682e+01,1.630000000000000000e+02,6.423890645108549791e+01
1.640000000000000000e+02,8.188906451085486538e+00,1.640000000000000000e+02,1.496090645108548678e+01,1.640000000000000000e+02,2.271390645108548867e+01,1.640000000000000000e+02,3.686990645108548392e+01,1.640000000000000000e+02,5.045890645108548256e+01,1.640000000000000000e+02,6.383890645108548512e+01
1.650000000000000000e+02,8.088906451085486893e+00,1.650000000000000000e+02,1.486090645108548713e+01,1.650000000000000000e+02,2.271390645108548867e+01,1.650000000000000000e+02,3.676990645108548250e+01,1.650000000000000000e+02,5.005890645108548398e+01,1.650000000000000000e+02,6.323890645108548370e+01
1.660000000000000000e+02,8.188906451085486538e+00,1.660000000000000000e+02,1.486090645108548713e+01,1.660000000000000000e+02,2.251390645108548938e+01,1.660000000000000000e+02,3.656990645108548676e+01,1.660000000000000000e+02,4.975890645108548682e+01,1.660000000000000000e+02,6.273890645108548370e+01
1.670000000000000000e+02,7.988906451085488136e+00,1.670000000000000000e+02,1.466090645108548607e+01,1.670000000000000000e+02,2.241390645108548796e+01,1.670000000000000000e+02,3.626990645108548250e+01,1.670000000000000000e+02,4.935890645108548824e+01,1.670000000000000000e+02,6.213890645108548227e+01
1.680000000000000000e+02,7.988906451085488136e+00,1.680000000000000000e+02,1.456090645108548642e+01,1.680000000000000000e+02,2.241390645108548796e+01,1.680000000000000000e+02,3.616990645108548819e+01,1.680000000000000000e+02,4.915890645108548540e+01,1.680000000000000000e+02,6.173890645108548370e+01
1.690000000000000000e+02,7.988906451085488136e+00,1.690000000000000000e+02,1.446090645108548678e+01,1.690000000000000000e+02,2.221390645108548867e+01,1.690000000000000000e+02,3.596990645108548534e+01,1.690000000000000000e+02,4.875890645108548682e+01,1.690000000000000000e+02,6.123890645108548370e+01
1.700000000000000000e+02,8.088906451085486893e+00,1.700000000000000000e+02,1.456090645108548642e+01,1.700000000000000000e+02,2.211390645108548725e+01,1.700000000000000000e+02,3.566990645108548819e+01,1.700000000000000000e+02,4.845890645108548256e+01,1.700000000000000000e+02,6.073890645108548370e+01
1.710000000000000000e+02,7.988906451085488136e+00,1.710000000000000000e+02,1.436090645108548713e+01,1.710000000000000000e+02,2.201390645108548938e+01,1.710000000000000000e+02,3.546990645108548534e+01,1.710000000000000000e+02,4.815890645108548540e+01,1.710000000000000000e+02,6.033890645108548512e+01
1.720000000000000000e+02,7.988906451085488136e+00,1.720000000000000000e+02,1.446090645108548678e+01,1.720000000000000000e+02,2.181390645108549009e+01,1.720000000000000000e+02,3.526990645108548250e+01,1.720000000000000000e+02,4.785890645108548824e+01,1.720000000000000000e+02,5.983890645108548512e+01
1.730000000000000000e+02,7.988906451085488136e+00,1.730000000000000000e+02,1.436090645108548713e+01,1.730000000000000000e+02,2.181390645108549009e+01,1.730000000000000000e+02,3.516990645108548819e+01,1.730000000000000000e+02,4.745890645108548256e+01,1.730000000000000000e+02,5.933890645108548512e+01
1.740000000000000000e+02,7.788906451085487070e+00,1.740000000000000000e+02,1.426090645108548749e+01,1.740000000000000000e+02,2.171390645108548867e+01,1.740000000000000000e+02,3.496990645108548534e+01,1.740000000000000000e+02,4.725890645108548682e+01,1.740000000000000000e+02,5.893890645108548654e+01
1.750000000000000000e+02,7.888906451085486715e+00,1.750000000000000000e+02,1.416090645108548607e+01,1.750000000000000000e+02,2.161390645108548725e+01,1.750000000000000000e+02,3.476990645108548250e+01,1.750000000000000000e+02,4.695890645108548256e+01,1.750000000000000000e+02,5.853890645108548796e+01
1.760000000000000000e+02,7.788906451085487070e+00,1.760000000000000000e+02,1.416090645108548607e+01,1.760000000000000000e+02,2.151390645108548938e+01,1.760000000000000000e+02,3.466990645108548819e+01,1.760000000000000000e+02,4.665890645108548540e+01,1.760000000000000000e+02,5.823890645108548370e+01
1.770000000000000000e+02,7.688906451085487426e+00,1.770000000000000000e+02,1.396090645108548678e+01,1.770000000000000000e+02,2.151390645108548938e+01,1.770000000000000000e+02,3.446990645108548534e+01,1.770000000000000000e+02,4.645890645108548256e+01,1.770000000000000000e+02,5.793890645108548654e+01
1.780000000000000000e+02,7.788906451085487070e+00,1.780000000000000000e+02,1.396090645108548678e+01,1.780000000000000000e+02,2.131390645108549009e+01,1.780000000000000000e+02,3.426990645108548250e+01,1.780000000000000000e+02,4.595890645108548256e+01,1.780000000000000000e+02,5.733890645108548512e+01
1.790000000000000000e+02,7.688906451085487426e+00,1.790000000000000000e+02,1.386090645108548713e+01,1.790000000000000000e+02,2.131390645108549009e+01,1.790000000000000000e+02,3.406990645108548676e+01,1.790000000000000000e+02,4.575890645108548682e+01,1.790000000000000000e+02,5.723890645108548370e+01
1.800000000000000000e+02,7.588906451085487781e+00,1.800000000000000000e+02,1.376090645108548749e+01,1.800000000000000000e+02,2.111390645108548725e+01,1.800000000000000000e+02,3.386990645108548392e+01,1.800000000000000000e+02,4.545890645108548256e+01,1.800000000000000000e+02,5.663890645108548227e+01
1.810000000000000000e+02,7.588906451085487781e+00,1.810000000000000000e+02,1.376090645108548749e+01,1.810000000000000000e+02,2.091390645108548796e+01,1.810000000000000000e+02,3.366990645108548819e+01,1.810000000000000000e+02,4.525890645108548682e+01,1.810000000000000000e+02,5.633890645108548512e+01
1.820000000000000000e+02,7.588906451085487781e+00,1.820000000000000000e+02,1.376090645108548749e+01,1.820000000000000000e+02,2.101390645108548938e+01,1.820000000000000000e+02,3.356990645108548676e+01,1.820000000000000000e+02,4.495890645108548256e+01,1.820000000000000000e+02,5.593890645108548654e+01
1.830000000000000000e+02,7.588906451085487781e+00,1.830000000000000000e+02,1.366090645108548607e+01,1.830000000000000000e+02,2.081390645108549009e+01,1.830000000000000000e+02,3.336990645108548392e+01,1.830000000000000000e+02,4.475890645108548682e+01,1.830000000000000000e+02,5.563890645108548227e+01
1.840000000000000000e+02,7.488906451085487248e+00,1.840000000000000000e+02,1.356090645108548642e+01,1.840000000000000000e+02,2.071390645108548867e+01,1.840000000000000000e+02,3.316990645108548819e+01,1.840000000000000000e+02,4.455890645108548398e+01,1.840000000000000000e+02,5.533890645108548512e+01
1.850000000000000000e+02,7.388906451085487603e+00,1.850000000000000000e+02,1.346090645108548678e+01,1.850000000000000000e+02,2.071390645108548867e+01,1.850000000000000000e+02,3.306990645108548676e+01,1.850000000000000000e+02,4.415890645108548540e+01,1.850000000000000000e+02,5.483890645108548512e+01
1.860000000000000000e+02,7.288906451085487959e+00,1.860000000000000000e+02,1.326090645108548749e+01,1.860000000000000000e+02,2.051390645108548938e+01,1.860000000000000000e+02,3.276990645108548250e+01,1.860000000000000000e+02,4.405890645108548398e+01,1.860000000000000000e+02,5.463890645108548227e+01
1.870000000000000000e+02,7.388906451085487603e+00,1.870000000000000000e+02,1.336090645108548713e+01,1.870000000000000000e+02,2.041390645108548796e+01,1.870000000000000000e+02,3.266990645108548819e+01,1.870000000000000000e+02,4.375890645108548682e+01,1.870000000000000000e+02,5.423890645108548370e+01
1.880000000000000000e+02,7.388906451085487603e+00,1.880000000000000000e+02,1.326090645108548749e+01,1.880000000000000000e+02,2.041390645108548796e+01,1.880000000000000000e+02,3.246990645108548534e+01,1.880000000000000000e+02,4.355890645108548398e+01,1.880000000000000000e+02,5.383890645108548512e+01
1.890000000000000000e+02,7.288906451085487959e+00,1.890000000000000000e+02,1.326090645108548749e+01,1.890000000000000000e+02,2.031390645108549009e+01,1.890000000000000000e+02,3.226990645108548250e+01,1.890000000000000000e+02,4.345890645108548256e+01,1.890000000000000000e+02,5.363890645108548227e+01
1.900000000000000000e+02,7.388906451085487603e+00,1.900000000000000000e+02,1.326090645108548749e+01,1.900000000000000000e+02,2.021390645108548867e+01,1.900000000000000000e+02,3.226990645108548250e+01,1.900000000000000000e+02,4.315890645108548540e+01,1.900000000000000000e+02,5.333890645108548512e+01
1.910000000000000000e+02,7.388906451085487603e+00,1.910000000000000000e+02,1.316090645108548607e+01,1.910000000000000000e+02,2.001390645108548938e+01,1.910000000000000000e+02,3.196990645108548890e+01,1.910000000000000000e+02,4.295890645108548256e+01,1.910000000000000000e+02,5.293890645108548654e+01
1.920000000000000000e+02,7.288906451085487959e+00,1.920000000000000000e+02,1.306090645108548642e+01,1.920000000000000000e+02,2.001390645108548938e+01,1.920000000000000000e+02,3.186990645108548748e+01,1.920000000000000000e+02,4.265890645108548540e+01,1.920000000000000000e+02,5.263890645108548227e+01
1.930000000000000000e+02,7.288906451085487959e+00,1.930000000000000000e+02,1.306090645108548642e+01,1.930000000000000000e+02,2.001390645108548938e+01,1.930000000000000000e+02,3.176990645108548605e+01,1.930000000000000000e+02,4.235890645108548824e+01,1.930000000000000000e+02,5.233890645108548512e+01
1.940000000000000000e+02,7.288906451085487959e+00,1.940000000000000000e+02,1.306090645108548642e+01,1.940000000000000000e+02,1.991390645108548796e+01,1.940000000000000000e+02,3.166990645108548819e+01,1.940000000000000000e+02,4.225890645108548682e+01,1.940000000000000000e+02,5.203890645108548796e+01
1.950000000000000000e+02,7.088906451085487781e+00,1.950000000000000000e+02,1.296090645108548678e+01,1.950000000000000000e+02,1.981390645108549009e+01,1.950000000000000000e+02,3.146990645108548890e+01,1.950000000000000000e+02,4.195890645108548256e+01,1.950000000000000000e+02,5.183890645108548512e+01
1.960000000000000000e+02,7.188906451085487426e+00,1.960000000000000000e+02,1.296090645108548678e+01,1.960000000000000000e+02,1.981390645108549009e+01,1.960000000000000000e+02,3.146990645108548890e+01,1.960000000000000000e+02,4.185890645108548824e+01,1.960000000000000000e+02,5.153890645108548796e+01
1.970000000000000000e+02,7.188906451085487426e+00,1.970000000000000000e+02,1.296090645108548678e+01,1.970000000000000000e+02,1.971390645108548867e+01,1.970000000000000000e+02,3.136990645108548748e+01,1.970000000000000000e+02,4.155890645108548398e+01,1.970000000000000000e+02,5.123890645108548370e+01
1.980000000000000000e+02,7.088906451085487781e+00,1.980000000000000000e+02,1.286090645108548713e+01,1.980000000000000000e+02,1.961390645108548725e+01,1.980000000000000000e+02,3.116990645108548819e+01,1.980000000000000000e+02,4.135890645108548824e+01,1.980000000000000000e+02,5.083890645108548512e+01
1.990000000000000000e+02,7.088906451085487781e+00,1.990000000000000000e+02,1.276090645108548749e+01,1.990000000000000000e+02,1.961390645108548725e+01,1.990000000000000000e+02,3.096990645108548890e+01,1.990000000000000000e+02,4.125890645108548682e+01,1.990000000000000000e+02,5.063890645108548227e+01
2.000000000000000000e+02,7.088906451085487781e+00,2.000000000000000000e+02,1.266090645108548607e+01,2.000000000000000000e+02,1.951390645108548938e+01,2.000000000000000000e+02,3.086990645108548748e+01,2.000000000000000000e+02,4.095890645108548256e+01,2.000000000000000000e+02,5.033890645108548512e+01
2.010000000000000000e+02,6.888906451085487603e+00,2.010000000000000000e+02,1.256090645108548642e+01,2.010000000000000000e+02,1.941390645108548796e+01,2.010000000000000000e+02,3.076990645108548961e+01,2.010000000000000000e+02,4.075890645108548682e+01,2.010000000000000000e+02,5.003890645108548796e+01
2.020000000000000000e+02,6.888906451085487603e+00,2.020000000000000000e+02,1.256090645108548642e+01,2.020000000000000000e+02,1.931390645108549009e+01,2.020000000000000000e+02,3.056990645108548676e+01,2.020000000000000000e+02,4.055890645108548398e+01,2.020000000000000000e+02,4.983890645108548512e+01
2.030000000000000000e+02,6.888906451085487603e+00,2.030000000000000000e+02,1.246090645108548678e+01,2.030000000000000000e+02,1.911390645108548725e+01,2.030000000000000000e+02,3.036990645108548748e+01,2.030000000000000000e+02,4.035890645108548824e+01,2.030000000000000000e+02,4.963890645108548227e+01
