times,"reach= 2, kon=0.00094","reach= 2, kon=0.01758","reach= 2, kon=0.65918","reach= 2, kon=49.43848","reach= 2, kon=7415.77148","reach= 2, kon=2224731.44531","reach=10, kon=0.00094","reach=10, kon=0.01758","reach=10, kon=0.65918","reach=10, kon=49.43848","reach=10, kon=7415.77148","reach=10, kon=2224731.44531","reach=30, kon=0.00094","reach=30, kon=0.01758","reach=30, kon=0.65918","reach=30, kon=49.43848","reach=30, kon=7415.77148","reach=30, kon=2224731.44531"
388.0,0.001534,0.0027489999999999997,0.004522,0.006055,0.007293999999999999,0.007898,0.022113999999999998,0.037663999999999996,0.057741,0.07532699999999999,0.085521,0.091317,0.091169,0.152218,0.21678599999999998,0.254785,0.268635,0.27427999999999997
389.0,0.001522,0.0027389999999999997,0.004506,0.006033999999999999,0.007267,0.007866,0.022054,0.037544,0.057571,0.07506399999999999,0.08523499999999999,0.09100699999999999,0.091087,0.152058,0.216475,0.254389,0.268216,0.273844
390.0,0.0015149999999999999,0.00273,0.004477,0.006017,0.007233,0.007828,0.021984,0.037412999999999995,0.05738,0.074809,0.08493099999999999,0.090663,0.09100899999999999,0.151895,0.21620099999999998,0.254046,0.267808,0.27342
391.0,0.0015099999999999998,0.002714,0.004455,0.005997,0.0071909999999999995,0.007803999999999999,0.021921,0.037284,0.057186999999999995,0.07454999999999999,0.084606,0.090321,0.090934,0.15173,0.215908,0.253704,0.267432,0.272986
392.0,0.001503,0.002702,0.004444,0.005974999999999999,0.007163,0.007762,0.021845999999999997,0.037168,0.056986999999999996,0.07427199999999999,0.084296,0.09000899999999999,0.09085499999999999,0.151578,0.215644,0.253349,0.267027,0.272541
393.0,0.001499,0.002686,0.004425999999999999,0.005951,0.007130999999999999,0.007718,0.021768,0.037061,0.056804,0.074018,0.083996,0.089694,0.090769,0.15143099999999998,0.21540299999999998,0.253003,0.26664,0.27214
394.0,0.001487,0.002675,0.004408,0.005921,0.007111999999999999,0.007685,0.021693,0.036934999999999996,0.056603,0.073747,0.083702,0.08937099999999999,0.09068699999999999,0.151301,0.21515299999999998,0.252651,0.266245,0.271743
395.0,0.001482,0.002663,0.004395,0.005894,0.007077,0.007653999999999999,0.021613999999999998,0.036813,0.056415,0.073515,0.083382,0.089034,0.090596,0.151166,0.214885,0.252285,0.265835,0.27136099999999996
396.0,0.001477,0.002649,0.004372,0.005866,0.007049,0.0076159999999999995,0.021543,0.036694,0.056230999999999996,0.073279,0.083078,0.08871699999999999,0.090511,0.15101299999999998,0.214603,0.25193699999999997,0.265457,0.270983
397.0,0.0014709999999999999,0.0026409999999999997,0.004358,0.005833,0.0070209999999999995,0.007586,0.021483,0.036574999999999996,0.056055,0.073016,0.082772,0.088415,0.09043799999999999,0.15087399999999998,0.21435099999999999,0.25159,0.26511399999999996,0.270574
398.0,0.001465,0.00263,0.004340999999999999,0.005804999999999999,0.006996,0.0075639999999999995,0.021419,0.036459,0.055878,0.072768,0.082471,0.088059,0.090372,0.150734,0.21409199999999998,0.25122099999999997,0.264723,0.27016
399.0,0.001462,0.0026219999999999998,0.004321,0.005784,0.006977,0.007533,0.021367999999999998,0.036333,0.055716999999999996,0.072536,0.082179,0.08775899999999999,0.090283,0.150556,0.213803,0.25085799999999997,0.264345,0.26976
400.0,0.001459,0.002614,0.004306,0.005758999999999999,0.006952,0.007496,0.021304,0.036209,0.055542999999999995,0.072251,0.081901,0.087445,0.090206,0.15037799999999998,0.213577,0.250474,0.263919,0.269377
401.0,0.001455,0.002603,0.004294,0.005738999999999999,0.006932,0.007463999999999999,0.021241,0.036111,0.055371,0.071974,0.08158399999999999,0.087139,0.09013,0.150218,0.213334,0.25010699999999997,0.26353699999999997,0.26894599999999996
402.0,0.0014479999999999999,0.0025919999999999997,0.004278,0.005718,0.006902999999999999,0.007428,0.021152999999999998,0.036007,0.055201,0.071736,0.081305,0.086825,0.090058,0.15009,0.213084,0.249777,0.263179,0.26856199999999997
403.0,0.0014399999999999999,0.002578,0.004253,0.005704,0.0068709999999999995,0.007401,0.021093,0.035891,0.055036999999999996,0.071516,0.081047,0.086503,0.08999,0.149939,0.212812,0.24945399999999998,0.262828,0.268163
404.0,0.001437,0.002567,0.0042309999999999995,0.005689,0.006849999999999999,0.007375,0.021018,0.035768999999999995,0.054855,0.071251,0.080785,0.086216,0.089922,0.149781,0.21253899999999998,0.24909599999999998,0.262449,0.26776099999999997
405.0,0.001429,0.002557,0.004215,0.005665,0.006816,0.0073479999999999995,0.020949,0.035644999999999996,0.054676999999999996,0.070973,0.080505,0.085909,0.089831,0.149637,0.21229499999999998,0.248747,0.262098,0.267378
406.0,0.0014219999999999999,0.002548,0.004195,0.005639,0.006791999999999999,0.007319999999999999,0.020876,0.035535,0.054473,0.070716,0.080202,0.085626,0.089749,0.149493,0.21204699999999999,0.248411,0.261743,0.266993
407.0,0.001408,0.002534,0.004181,0.005613,0.0067599999999999995,0.007293999999999999,0.020815,0.035424,0.054279999999999995,0.070459,0.079895,0.085323,0.089645,0.14936,0.211806,0.248056,0.261411,0.26661399999999996
408.0,0.0013989999999999999,0.002525,0.004163,0.005588,0.00673,0.007253,0.020735999999999997,0.035321,0.054104,0.070238,0.07962,0.084994,0.089561,0.149219,0.211536,0.247695,0.26106199999999996,0.26622799999999996
409.0,0.0013939999999999998,0.002515,0.004143,0.005561,0.0067079999999999996,0.007222999999999999,0.020666,0.035204,0.053932,0.06999,0.07934,0.084673,0.089485,0.149055,0.211274,0.247356,0.26071,0.265833
410.0,0.001393,0.0025039999999999997,0.004127,0.005532,0.006676,0.007193,0.020597,0.035078,0.053742,0.069767,0.07903099999999999,0.084366,0.08942,0.148902,0.211031,0.246994,0.26033,0.265437
411.0,0.001388,0.0024879999999999998,0.004105,0.00551,0.0066419999999999995,0.007163999999999999,0.020522,0.034963999999999995,0.053596,0.069508,0.078776,0.084045,0.089332,0.148721,0.21076299999999998,0.246667,0.259928,0.265051
412.0,0.001382,0.0024809999999999997,0.004088,0.00549,0.006607999999999999,0.007121,0.020457,0.034845,0.053429,0.069269,0.078502,0.08373499999999999,0.08925799999999999,0.148594,0.21048899999999998,0.246351,0.259557,0.264671
413.0,0.001375,0.002467,0.004071,0.005468,0.006587,0.007097,0.020401,0.034734999999999995,0.053227,0.06902699999999999,0.078249,0.083434,0.089187,0.14843099999999998,0.21024199999999998,0.246024,0.25915499999999997,0.26428399999999996
414.0,0.00137,0.002459,0.004053,0.005447,0.006561,0.007069,0.020329999999999997,0.034631999999999996,0.053043,0.06877799999999999,0.07798999999999999,0.083137,0.08910699999999999,0.14829499999999998,0.209999,0.245659,0.258768,0.263938
415.0,0.0013629999999999998,0.002448,0.004033,0.005428,0.006533,0.007037,0.020257,0.034532,0.05286,0.068553,0.077716,0.08284799999999999,0.089027,0.14815,0.209772,0.245354,0.25839,0.263558
416.0,0.001361,0.0024389999999999998,0.004019,0.005412999999999999,0.0065049999999999995,0.0070149999999999995,0.020198,0.034414,0.052691999999999996,0.068303,0.077456,0.08255499999999999,0.08895199999999999,0.14798699999999998,0.20954299999999998,0.24498099999999998,0.258034,0.263169
417.0,0.001354,0.002428,0.004,0.005386999999999999,0.006483,0.006984,0.020145,0.034312999999999996,0.052527,0.068094,0.077198,0.082258,0.088881,0.147817,0.209301,0.244663,0.257664,0.262827
418.0,0.0013499999999999999,0.002415,0.003979,0.005358,0.00646,0.006947,0.020076999999999998,0.034206,0.052351999999999996,0.067851,0.076958,0.081943,0.08881,0.147674,0.20901799999999998,0.244333,0.257336,0.26243099999999997
419.0,0.001343,0.0024029999999999998,0.00396,0.0053349999999999995,0.0064329999999999995,0.006914,0.02001,0.034074,0.052178999999999996,0.06761,0.07667,0.081689,0.088734,0.147528,0.20874199999999998,0.243996,0.256981,0.262022
420.0,0.001339,0.002387,0.003946,0.005312,0.006401,0.0068969999999999995,0.019951999999999998,0.033961,0.052018999999999996,0.067371,0.076399,0.081424,0.08864799999999999,0.14737999999999998,0.20848999999999998,0.24364899999999998,0.256618,0.26166
421.0,0.001328,0.002372,0.003925,0.005285,0.006377,0.006866,0.019892,0.033867,0.051833,0.06714099999999999,0.07613299999999999,0.081171,0.088571,0.147217,0.208227,0.24332399999999998,0.25626099999999996,0.261276
422.0,0.001321,0.0023639999999999998,0.0039109999999999995,0.005266,0.006346999999999999,0.006829,0.019844999999999998,0.033748,0.051656,0.066922,0.075886,0.080888,0.08849699999999999,0.147078,0.20796199999999998,0.242994,0.255899,0.260916
423.0,0.0013139999999999998,0.002349,0.003901,0.005253,0.0063219999999999995,0.0068,0.019783,0.033628,0.05148,0.066688,0.07564499999999999,0.08061,0.088429,0.14693799999999999,0.207724,0.242673,0.25553,0.260563
424.0,0.0013059999999999999,0.002336,0.0038859999999999997,0.005216,0.006294,0.006767,0.019728,0.033519,0.051302,0.066425,0.07539599999999999,0.08033,0.088354,0.146773,0.207458,0.24236,0.255166,0.260187
425.0,0.001295,0.002323,0.003871,0.0051909999999999994,0.006264,0.006731999999999999,0.019669,0.033402,0.051143999999999995,0.06619,0.075135,0.08007,0.088281,0.14663099999999998,0.20718899999999998,0.242029,0.254799,0.259811
426.0,0.00129,0.002315,0.003851,0.00517,0.0062369999999999995,0.006705,0.019603,0.033302,0.050964999999999996,0.065991,0.074879,0.07979,0.088202,0.146475,0.20693199999999998,0.241704,0.254411,0.25943499999999997
427.0,0.001281,0.002302,0.003832,0.005147,0.006206,0.006673999999999999,0.019541,0.033209999999999996,0.050792,0.06572599999999999,0.074629,0.079524,0.08813,0.146312,0.20668399999999998,0.24137399999999998,0.254065,0.259084
428.0,0.001274,0.0022849999999999997,0.0038199999999999996,0.005124999999999999,0.006183999999999999,0.006651,0.019482,0.033088,0.050628,0.065498,0.07436,0.079244,0.08805199999999999,0.146171,0.20646499999999998,0.24104799999999998,0.253689,0.25871299999999997
429.0,0.001266,0.002281,0.0038039999999999997,0.0050999999999999995,0.006162,0.006619,0.019427,0.032973999999999996,0.050470999999999995,0.065246,0.07410599999999999,0.07897,0.087975,0.14602199999999999,0.206224,0.24075,0.253308,0.25835199999999997
430.0,0.0012599999999999998,0.002274,0.0037909999999999997,0.005079,0.006142,0.006588,0.019368,0.032879,0.050317999999999995,0.065007,0.07384199999999999,0.078706,0.087888,0.14588199999999998,0.20593699999999998,0.24045599999999998,0.25293099999999996,0.25798899999999997
431.0,0.001255,0.00226,0.003777,0.005058,0.006109,0.0065439999999999995,0.019299999999999998,0.032761,0.050164999999999994,0.06477,0.073603,0.078446,0.087823,0.145707,0.20568499999999998,0.24012599999999998,0.252571,0.257666
432.0,0.001248,0.002247,0.003754,0.005043,0.006085999999999999,0.006521,0.019237999999999998,0.032646999999999995,0.050013999999999996,0.06455799999999999,0.073364,0.078138,0.08774599999999999,0.14557799999999999,0.205451,0.239786,0.252237,0.25726699999999997
433.0,0.001246,0.0022359999999999997,0.003738,0.005019,0.006055,0.00649,0.019174,0.032536999999999996,0.049864,0.064348,0.073113,0.077856,0.08766199999999999,0.14543499999999998,0.20518899999999998,0.23948,0.251835,0.256919
434.0,0.001238,0.0022299999999999998,0.003717,0.004997,0.006026,0.006468,0.019105999999999998,0.032421,0.049705,0.06412899999999999,0.07285,0.077619,0.087588,0.145307,0.204945,0.239141,0.251485,0.256532
435.0,0.001236,0.002218,0.003705,0.004972,0.006000999999999999,0.006442,0.019053999999999998,0.032314999999999997,0.049529,0.06389199999999999,0.07259199999999999,0.07732499999999999,0.08750899999999999,0.145152,0.20471399999999998,0.238814,0.25110499999999997,0.256194
436.0,0.0012259999999999999,0.002206,0.003688,0.004957,0.0059759999999999995,0.0064269999999999996,0.018990999999999997,0.032218,0.049345,0.063694,0.072311,0.07706299999999999,0.087438,0.145008,0.204483,0.238499,0.25074799999999997,0.25581699999999996
437.0,0.001224,0.002199,0.003672,0.004931,0.005954,0.006392999999999999,0.018921999999999998,0.032111,0.049177,0.06349099999999999,0.072045,0.076766,0.087349,0.14485499999999998,0.204261,0.23818799999999998,0.250384,0.255473
438.0,0.00122,0.002188,0.003658,0.004911,0.005931,0.006366999999999999,0.018876999999999998,0.032021,0.049013999999999995,0.063294,0.071792,0.076501,0.087263,0.14471299999999998,0.204013,0.237873,0.250066,0.255108
439.0,0.0012159999999999999,0.002182,0.0036409999999999997,0.0048909999999999995,0.005915,0.006326,0.018826,0.031929,0.048860999999999995,0.06311,0.071537,0.07622799999999999,0.08717699999999999,0.14454699999999998,0.203778,0.237569,0.24975299999999998,0.25473799999999996
440.0,0.001209,0.002173,0.0036249999999999998,0.0048779999999999995,0.005894,0.006293,0.018772,0.031818,0.048695999999999996,0.062898,0.07130399999999999,0.07595099999999999,0.087101,0.144404,0.203505,0.23724199999999998,0.249438,0.25437499999999996
441.0,0.0012079999999999999,0.002166,0.00361,0.00486,0.005863999999999999,0.006272,0.018715,0.031707,0.048512,0.062675,0.071097,0.075671,0.087022,0.144276,0.203278,0.23691399999999999,0.24911699999999998,0.254008
442.0,0.001202,0.0021609999999999997,0.003597,0.004836,0.00584,0.006245,0.018649,0.031577,0.048359,0.062467999999999996,0.070843,0.07542299999999999,0.086958,0.144145,0.203037,0.23657,0.248777,0.253629
443.0,0.001199,0.00215,0.0035789999999999997,0.004821,0.005817,0.0062309999999999996,0.018585,0.031459,0.048216999999999996,0.062271999999999994,0.07059,0.075172,0.086867,0.14399299999999998,0.202789,0.236282,0.248405,0.25324599999999997
444.0,0.0011979999999999998,0.002144,0.003567,0.004804999999999999,0.005794,0.006209999999999999,0.018533,0.031344,0.048056999999999996,0.062068,0.07035999999999999,0.0749,0.0868,0.14385199999999998,0.20255599999999999,0.23599599999999998,0.24804299999999999,0.25290799999999997
445.0,0.001196,0.0021319999999999998,0.003554,0.0047799999999999995,0.005769,0.006181,0.018482,0.031259999999999996,0.047885,0.061845,0.070108,0.074652,0.086736,0.14371799999999998,0.20230599999999999,0.23568899999999998,0.247694,0.252558
446.0,0.001193,0.002123,0.0035399999999999997,0.004765999999999999,0.005749,0.00616,0.018418999999999998,0.031157999999999998,0.047746,0.061631,0.069856,0.074415,0.08666,0.143595,0.20208099999999998,0.235366,0.24734599999999998,0.252204
447.0,0.001189,0.0021149999999999997,0.0035229999999999997,0.004752,0.005722,0.006130999999999999,0.018352,0.031076999999999997,0.047578999999999996,0.061433999999999996,0.069628,0.074141,0.086592,0.143453,0.20187,0.23502599999999998,0.24702,0.25185799999999997
448.0,0.0011819999999999999,0.002106,0.003506,0.004729,0.0056949999999999995,0.006109,0.018296,0.030965999999999997,0.04741,0.061227,0.069357,0.073867,0.08652599999999999,0.14332999999999999,0.201631,0.234711,0.246664,0.25151999999999997
449.0,0.001174,0.002101,0.0034909999999999997,0.004711,0.005666,0.006083,0.018248999999999998,0.030854,0.047263,0.06102,0.06912299999999999,0.073576,0.08644,0.143182,0.20138699999999998,0.234396,0.246307,0.25115
450.0,0.0011719999999999999,0.002091,0.003472,0.0046879999999999995,0.005645,0.006065,0.018189999999999998,0.030758999999999998,0.047102,0.060795999999999996,0.068884,0.073307,0.086353,0.143026,0.201177,0.234092,0.24597999999999998,0.25079399999999996
451.0,0.001168,0.002084,0.0034549999999999997,0.004673,0.005626,0.0060349999999999996,0.01813,0.030663,0.046957,0.060600999999999995,0.06866,0.073049,0.086297,0.142889,0.200958,0.233782,0.245662,0.250432
452.0,0.001163,0.002075,0.003446,0.004658,0.0055969999999999995,0.0060079999999999995,0.01806,0.030563999999999997,0.046776,0.060391,0.068449,0.072781,0.086225,0.14275,0.200712,0.23349699999999998,0.24531699999999998,0.250106
453.0,0.0011589999999999999,0.002071,0.003428,0.0046359999999999995,0.005566,0.0059889999999999995,0.018005999999999998,0.030462999999999997,0.046643,0.060171999999999996,0.06819599999999999,0.07252299999999999,0.086153,0.14260499999999998,0.200488,0.23318,0.244971,0.24978
454.0,0.00115,0.002061,0.0034159999999999998,0.004619,0.00554,0.005966,0.017952,0.030372999999999997,0.046478,0.059989999999999995,0.067948,0.072269,0.086076,0.142474,0.20024699999999998,0.23288299999999998,0.244577,0.249391
455.0,0.001145,0.002056,0.003401,0.0046,0.005516999999999999,0.005939,0.017894999999999998,0.030278,0.04631,0.059812,0.067707,0.071999,0.086006,0.142315,0.200038,0.232573,0.24423899999999998,0.24908
456.0,0.001143,0.002049,0.003394,0.004578,0.0054989999999999995,0.005914,0.017835999999999998,0.030195,0.046157,0.059614999999999994,0.067453,0.07176199999999999,0.085935,0.142169,0.199783,0.232283,0.24387099999999998,0.24872
457.0,0.001137,0.002039,0.003379,0.004553,0.005477,0.005892,0.017761,0.030085999999999998,0.046015,0.059387999999999996,0.067208,0.07152499999999999,0.08584699999999999,0.14203,0.199544,0.231977,0.24351699999999998,0.24839599999999998
458.0,0.001132,0.002023,0.003361,0.004529,0.005454,0.005873,0.017705,0.029989,0.045866,0.059182,0.066984,0.071311,0.085765,0.141868,0.199316,0.23166799999999999,0.24317999999999998,0.24804299999999999
459.0,0.00113,0.002006,0.003351,0.0045119999999999995,0.005429,0.005850999999999999,0.017654,0.029897999999999997,0.045704999999999996,0.058981,0.066756,0.071065,0.085696,0.141733,0.199098,0.231408,0.242857,0.247691
460.0,0.001122,0.0019979999999999998,0.003338,0.004489,0.005397,0.005834,0.017592,0.029788,0.045555,0.058783999999999996,0.066521,0.070835,0.085618,0.141611,0.198868,0.23112,0.24256799999999998,0.24734799999999998
461.0,0.001119,0.0019909999999999997,0.003325,0.004469,0.005386,0.005804,0.017535,0.029677,0.045417,0.058608999999999994,0.06629,0.070593,0.085545,0.141489,0.198602,0.230784,0.242253,0.24700699999999998
462.0,0.0011179999999999999,0.0019779999999999997,0.00331,0.0044469999999999996,0.005356,0.0057859999999999995,0.017483,0.029573,0.045267999999999996,0.058413,0.066056,0.07034499999999999,0.085475,0.141353,0.198378,0.23048,0.24193399999999998,0.246666
463.0,0.0011149999999999999,0.0019649999999999997,0.003293,0.004428,0.005333,0.0057599999999999995,0.017424,0.029481999999999998,0.045122999999999996,0.058254,0.06580899999999999,0.070117,0.08539999999999999,0.14121599999999998,0.198152,0.230208,0.241586,0.246335
464.0,0.001109,0.001959,0.003276,0.004412999999999999,0.005314999999999999,0.005731,0.017369,0.02938,0.044994,0.05805,0.065575,0.069879,0.085321,0.141066,0.197926,0.22991199999999998,0.241254,0.246003
465.0,0.001104,0.001952,0.0032619999999999997,0.004399,0.005294,0.005699,0.017321,0.029306,0.044863,0.057832999999999996,0.065373,0.069641,0.085256,0.140908,0.197714,0.229631,0.24095599999999998,0.245688
466.0,0.0010919999999999999,0.0019459999999999998,0.00325,0.00438,0.0052699999999999995,0.005673999999999999,0.017266,0.029209,0.044697,0.057630999999999995,0.06516899999999999,0.06940199999999999,0.08517999999999999,0.14078,0.19747599999999998,0.229323,0.240616,0.245328
467.0,0.001085,0.001932,0.0032359999999999997,0.004366,0.005251,0.005652,0.017204999999999998,0.029122,0.044542,0.057458999999999996,0.064932,0.069141,0.08509499999999999,0.140641,0.197243,0.229036,0.24031,0.244996
468.0,0.001076,0.0019199999999999998,0.003217,0.004344,0.005229,0.005619,0.017159999999999998,0.029026,0.044416,0.057252,0.064701,0.068897,0.085004,0.140508,0.197007,0.228739,0.23999199999999998,0.244665
469.0,0.0010739999999999999,0.001906,0.003198,0.004327999999999999,0.005212,0.005594,0.01712,0.028949,0.044288,0.057062999999999996,0.064469,0.06865399999999999,0.084926,0.140369,0.196762,0.228455,0.239663,0.24432099999999998
470.0,0.001068,0.0019039999999999999,0.0031799999999999997,0.004308,0.005187,0.005561,0.017065,0.028855,0.044153,0.056860999999999995,0.064247,0.068412,0.084852,0.14024599999999998,0.196516,0.22813599999999998,0.23934599999999998,0.24395299999999998
471.0,0.0010659999999999999,0.001896,0.0031669999999999997,0.004288999999999999,0.005177,0.00554,0.017013999999999998,0.028770999999999998,0.044014,0.056641,0.064058,0.068178,0.084785,0.140099,0.19628099999999998,0.227854,0.239032,0.24362299999999998
472.0,0.001063,0.0018909999999999999,0.003159,0.004278,0.005144,0.005519,0.016953,0.028679999999999997,0.043873999999999996,0.056451999999999995,0.06383,0.067975,0.084715,0.13994099999999998,0.196071,0.227549,0.238733,0.243252
473.0,0.001059,0.001883,0.0031539999999999997,0.004261,0.0051199999999999996,0.005495,0.016902999999999998,0.028586999999999998,0.043741999999999996,0.056264999999999996,0.06360199999999999,0.06776,0.084659,0.13980199999999998,0.195828,0.227236,0.238421,0.242946
474.0,0.001054,0.001869,0.003134,0.004249,0.005105,0.005469,0.016849,0.028503999999999998,0.043585,0.056076,0.063349,0.06751499999999999,0.084587,0.139671,0.19558599999999998,0.226953,0.238085,0.242615
475.0,0.001052,0.001861,0.0031249999999999997,0.004236,0.0050869999999999995,0.00545,0.0168,0.028419999999999997,0.043441,0.05592,0.063124,0.067289,0.08451299999999999,0.139544,0.195371,0.22664499999999999,0.237778,0.242306
476.0,0.0010479999999999999,0.001857,0.0031149999999999997,0.004213,0.005071,0.005431999999999999,0.016742,0.028325,0.04331,0.055742,0.062925,0.067063,0.084455,0.139411,0.19513999999999998,0.22639099999999998,0.23743499999999998,0.241952
477.0,0.001045,0.0018449999999999999,0.0031019999999999997,0.004187,0.005049,0.00541,0.016684,0.028228,0.043177,0.055561,0.06269999999999999,0.066858,0.08438699999999999,0.13927499999999998,0.19494299999999998,0.22610999999999998,0.23712699999999998,0.241614
478.0,0.001041,0.001838,0.003093,0.0041659999999999996,0.005026,0.005389,0.01664,0.028147,0.043044,0.055389999999999995,0.062481999999999996,0.06662699999999999,0.084322,0.139147,0.19471,0.225853,0.236779,0.241279
479.0,0.0010379999999999999,0.0018369999999999999,0.003077,0.004151,0.005004,0.0053679999999999995,0.016589,0.02805,0.042901999999999996,0.055188999999999995,0.062262,0.06638999999999999,0.08424899999999999,0.139005,0.194496,0.22556299999999999,0.236445,0.24093199999999998
480.0,0.001034,0.0018319999999999999,0.003062,0.004136,0.004981,0.00535,0.016536,0.027951,0.042762,0.054986,0.062057999999999995,0.066164,0.084175,0.13885899999999998,0.194265,0.22525799999999999,0.23613199999999998,0.24057599999999998
481.0,0.001028,0.0018269999999999998,0.0030499999999999998,0.004118,0.00496,0.0053289999999999995,0.016482,0.027868999999999998,0.042624999999999996,0.054820999999999995,0.061839,0.06594799999999999,0.08409699999999999,0.138725,0.19402999999999998,0.224989,0.235808,0.24026599999999998
482.0,0.001017,0.0018219999999999998,0.003032,0.004101,0.0049429999999999995,0.005311,0.016427,0.027760999999999997,0.042497,0.054613999999999996,0.061642999999999996,0.065723,0.084024,0.138594,0.19380999999999998,0.22470199999999999,0.235483,0.239974
483.0,0.0010119999999999999,0.001816,0.003018,0.0040869999999999995,0.004928,0.0052899999999999996,0.016387,0.027673,0.042364,0.054442,0.061435,0.0655,0.083952,0.138467,0.193593,0.22441999999999998,0.23516099999999998,0.239675
484.0,0.001011,0.001805,0.003005,0.004075,0.0049039999999999995,0.005268999999999999,0.016342,0.027586,0.042231,0.054287999999999996,0.061246999999999996,0.065302,0.083881,0.13833499999999999,0.19336,0.224104,0.234817,0.239359
485.0,0.0010069999999999999,0.0018009999999999999,0.00299,0.0040609999999999995,0.0048709999999999995,0.005248,0.016279,0.027500999999999998,0.042115,0.054117,0.061034,0.065084,0.083811,0.138184,0.193135,0.223802,0.234507,0.23908
486.0,0.001005,0.001792,0.002982,0.004045,0.004846,0.005227,0.016225,0.027420999999999997,0.041969,0.053933999999999996,0.060826,0.064832,0.083747,0.138044,0.192913,0.223542,0.23421499999999998,0.23873899999999998
487.0,0.001,0.001782,0.00297,0.004027,0.004817999999999999,0.005208,0.016176,0.027333999999999997,0.041860999999999995,0.053744,0.060662,0.06461599999999999,0.083675,0.13788599999999998,0.19267199999999998,0.223274,0.233894,0.23843
488.0,0.000995,0.0017729999999999998,0.002957,0.004018,0.004803,0.005188,0.016129,0.027247999999999998,0.041726,0.053562,0.060469999999999996,0.06440699999999999,0.083601,0.13775099999999998,0.19244699999999998,0.22300599999999998,0.233587,0.23813399999999998
489.0,0.000988,0.001763,0.0029449999999999997,0.003998,0.004788,0.0051589999999999995,0.016078,0.027176,0.041590999999999996,0.053398999999999995,0.060261999999999996,0.064182,0.083532,0.137624,0.192193,0.222736,0.233312,0.23784999999999998
490.0,0.00098,0.001756,0.002934,0.003975,0.004768,0.005137,0.016024999999999998,0.027091999999999998,0.041463,0.053216,0.060036,0.06396,0.083464,0.137487,0.191991,0.222483,0.23299399999999998,0.23754
491.0,0.000978,0.001751,0.002923,0.003958,0.004742,0.00513,0.015967,0.027009,0.041342,0.053031999999999996,0.059827,0.063745,0.083385,0.13735,0.19178299999999998,0.22220499999999999,0.23267,0.23721299999999998
492.0,0.000975,0.00174,0.002914,0.003939,0.004726,0.00511,0.015920999999999998,0.02693,0.041204,0.052868,0.059619,0.06353199999999999,0.08329299999999999,0.137209,0.191583,0.221934,0.23232599999999998,0.236887
493.0,0.000971,0.001731,0.002901,0.003931,0.0047009999999999994,0.005089,0.015865,0.026854,0.041072,0.052696,0.059419,0.063315,0.08323799999999999,0.137059,0.19136299999999998,0.221651,0.23199399999999998,0.236586
494.0,0.0009649999999999999,0.0017259999999999999,0.002887,0.00392,0.004685,0.005071,0.015813,0.026765999999999998,0.040962,0.05252,0.059215,0.063073,0.083172,0.136929,0.191151,0.221362,0.23168899999999998,0.23623899999999998
495.0,0.000959,0.001717,0.002871,0.0039,0.0046619999999999995,0.005052,0.015759,0.026688999999999997,0.040831,0.052348,0.059014,0.062835,0.083094,0.13678099999999999,0.190941,0.221112,0.23138,0.23594099999999998
496.0,0.0009559999999999999,0.0017109999999999998,0.002852,0.0038829999999999997,0.004647,0.005026999999999999,0.015712999999999998,0.026601,0.040699,0.052181,0.058828,0.06262999999999999,0.08301599999999999,0.136661,0.190717,0.220852,0.231061,0.23560299999999998
497.0,0.000954,0.001707,0.002836,0.003868,0.004625,0.00501,0.015671,0.026528,0.040574,0.052031,0.05862,0.062412999999999996,0.08294499999999999,0.13652599999999998,0.19050799999999998,0.22058,0.230757,0.23526899999999998
498.0,0.000948,0.001697,0.002827,0.003854,0.004601,0.004981,0.015623999999999999,0.026432999999999998,0.040441,0.051842,0.058443999999999996,0.062216999999999995,0.08287499999999999,0.136405,0.19028699999999998,0.22030899999999998,0.23044499999999998,0.234982
499.0,0.0009429999999999999,0.0016929999999999998,0.0028179999999999998,0.0038369999999999997,0.004574,0.004961,0.015581,0.026345999999999998,0.04031,0.051677,0.058244,0.062016999999999996,0.082809,0.136264,0.190075,0.22006599999999998,0.23016099999999998,0.234652
500.0,0.000941,0.001687,0.002806,0.003819,0.004554,0.004939,0.015536999999999999,0.026261999999999997,0.040187,0.051529,0.058046,0.061807999999999995,0.08272499999999999,0.136151,0.189855,0.219806,0.229853,0.23433099999999998
501.0,0.000939,0.001682,0.002794,0.003805,0.004527,0.004914,0.015479999999999999,0.026185999999999997,0.040059,0.051352999999999996,0.057852,0.061592999999999995,0.08265399999999999,0.136012,0.18964999999999999,0.21953799999999998,0.229544,0.23401899999999998
502.0,0.000937,0.0016769999999999999,0.002781,0.0037849999999999997,0.004503,0.004889999999999999,0.015429,0.026112,0.039939999999999996,0.051172999999999996,0.057661,0.061362999999999994,0.08258599999999999,0.135907,0.18939899999999998,0.219294,0.229258,0.23371299999999998
503.0,0.000932,0.001671,0.002771,0.003776,0.004487,0.004863999999999999,0.015373999999999999,0.026029,0.039799999999999995,0.050998999999999996,0.057463,0.061166,0.082511,0.135758,0.189185,0.219031,0.22893899999999998,0.23337999999999998
504.0,0.0009299999999999999,0.00166,0.002755,0.003763,0.004471,0.004846,0.015326999999999999,0.025939,0.039671,0.05082,0.057271999999999997,0.060973,0.08244,0.13563999999999998,0.18895699999999999,0.218749,0.228627,0.233043
