time (s), 25.000000,time (s), 100.000000
1.140000000000000000e+02,1.116664204784441061e+01,1.140000000000000000e+02,2.958164204784441154e+01
1.150000000000000000e+02,1.136664204784440990e+01,1.150000000000000000e+02,2.968164204784441296e+01
1.160000000000000000e+02,1.126664204784441026e+01,1.160000000000000000e+02,2.978164204784441083e+01
1.170000000000000000e+02,1.146664204784440955e+01,1.170000000000000000e+02,2.978164204784441083e+01
1.180000000000000000e+02,1.146664204784440955e+01,1.180000000000000000e+02,2.988164204784441225e+01
1.190000000000000000e+02,1.146664204784440955e+01,1.190000000000000000e+02,2.988164204784441225e+01
1.200000000000000000e+02,1.146664204784440955e+01,1.200000000000000000e+02,2.998164204784441011e+01
1.210000000000000000e+02,1.156664204784440919e+01,1.210000000000000000e+02,3.008164204784441154e+01
1.220000000000000000e+02,1.156664204784440919e+01,1.220000000000000000e+02,3.018164204784441296e+01
1.230000000000000000e+02,1.176664204784441026e+01,1.230000000000000000e+02,3.018164204784441296e+01
1.240000000000000000e+02,1.186664204784440990e+01,1.240000000000000000e+02,3.048164204784441011e+01
1.250000000000000000e+02,1.186664204784440990e+01,1.250000000000000000e+02,3.038164204784441225e+01
1.260000000000000000e+02,1.196664204784440955e+01,1.260000000000000000e+02,3.048164204784441011e+01
1.270000000000000000e+02,1.196664204784440955e+01,1.270000000000000000e+02,3.048164204784441011e+01
1.280000000000000000e+02,1.196664204784440955e+01,1.280000000000000000e+02,3.058164204784441154e+01
1.290000000000000000e+02,1.206664204784440919e+01,1.290000000000000000e+02,3.058164204784441154e+01
1.300000000000000000e+02,1.216664204784441061e+01,1.300000000000000000e+02,3.078164204784441083e+01
1.310000000000000000e+02,1.206664204784440919e+01,1.310000000000000000e+02,3.068164204784441296e+01
1.320000000000000000e+02,1.216664204784441061e+01,1.320000000000000000e+02,3.078164204784441083e+01
1.330000000000000000e+02,1.216664204784441061e+01,1.330000000000000000e+02,3.088164204784441225e+01
1.340000000000000000e+02,1.216664204784441061e+01,1.340000000000000000e+02,3.098164204784441011e+01
1.350000000000000000e+02,1.226664204784441026e+01,1.350000000000000000e+02,3.098164204784441011e+01
1.360000000000000000e+02,1.216664204784441061e+01,1.360000000000000000e+02,3.108164204784441154e+01
1.370000000000000000e+02,1.216664204784441061e+01,1.370000000000000000e+02,3.098164204784441011e+01
